Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID
low wooden island counter,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWallCounterWoodS.png,NA,2,wood,2,hardwood,2,softwood,,,,,,,NFS,200,NA,NA,Niko,Received the day after completing 15th HHP house,Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14313,color_52,FtrWallCounterWoodS,NA,602,797,SSxMPekGAJhX6g4h6
lucky gold cat,https://acnhcdn.com/latest/DIYRecipeIcon/FtrManekinekoGold.png,NA,2,gold nugget,1,lucky cat,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,9814,gold,FtrManekinekoGold,NA,1107,578,bKrB5YcmewKR5AWot
lunar lander,https://acnhcdn.com/latest/DIYRecipeIcon/FtrModule.png,NA,10,star fragment,15,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1440,silver,FtrModule,NA,2225,386,jsL7MwKFFov5eWgcg
lunar rover,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMoonrover.png,NA,10,star fragment,10,iron nugget,4,old tire,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1442,silver,FtrMoonrover,NA,2226,373,bu2WXQC6ajuQYYejk
lunar surface,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorLunar00.png,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Floors,4968,silver,RoomTexFloorLunar00,NA,2261,478,AbKXzqwJaJDmWnB9o
magazine rack,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMagazinerack.png,NA,2,magazine,4,wood,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,1032,yellow,FtrMagazinerack,NA,2110,413,8xG78nXxXkRwPuhqX
manga-library wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallLibrary01.png,NA,10,magazine,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4838,yellow,RoomTexWallLibrary01,NA,2112,316,8JLp8kSxRMRChTXaT
manhole cover,https://acnhcdn.com/latest/DIYRecipeIcon/FtrManhole.png,NA,3,iron nugget,,,,,,,,,,,NFS,200,800,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,144,dark gray,FtrManhole,NA,917,277,6Zi8pyz29evu2n464
maple-leaf pochette,https://acnhcdn.com/latest/DIYRecipeIcon/BagShoulderMaple0.png,NA,6,maple leaf,,,,,,,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Equipment,7491,brown,BagShoulderMaple0,NA,4681,631,7uFqbJaQoW2doC3B3
maple-leaf pond stone,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStonewaterbowlAutumun.png,NA,10,stone,3,maple leaf,,,,,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Housewares,7408,light gray,FtrStonewaterbowlAutumun,NA,821,512,eJQMX98oYAmryvgps
maple-leaf rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugOtherMapleM00.png,NA,6,maple leaf,,,,,,,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,2.0.0,Yes,0,Rugs,12390,brown,RugOtherMapleM00,NA,4671,979,SHvfBg4N38wGALXRj
maple-leaf umbrella,https://acnhcdn.com/latest/DIYRecipeIcon/UmbrellaAutumn0.png,NA,7,maple leaf,,,,,,,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Equipment,7169,brown,UmbrellaAutumn0,NA,4680,541,MWAN27apJPewSFHiR
marble pillar,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWallPillarMarble.png,NA,8,stone,,,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14597,color_51,FtrWallPillarMarble,NA,885,832,FcdYF93FKNpbTi8vH
matryoshka,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMatryoshka.png,NA,5,softwood,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,1652,brown,FtrMatryoshka,NA,461,403,ogWXGmNDThxbXqgMG
medicine,https://acnhcdn.com/latest/DIYRecipeIcon/ItemMedicine.png,NA,1,wasp nest,3,clump of weeds,,,,,,,,,NFS,200,NA,NA,All villagers (while stung),,NA,NA,1.0.0,Yes,0,Other,2777,white,ItemMedicine,NA,130,567,WLudgvjM44qWLprre
medium cardboard boxes,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMovingboxM.png,NA,4,cardboard box,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,1,Housewares,3411,yellow,FtrMovingboxM,NA,2135,610,Q9uBnt9n4okWbCgvg
medium wooden partition,https://acnhcdn.com/latest/DIYRecipeIcon/FtrScreenWoodM.png,NA,20,wood,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,2.0.0,Yes,0,Housewares,13573,brown,FtrScreenWoodM,NA,325,1067,Q8orEZQeWhPBsQgED
mermaid bed,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidBedS.png,NA,2,pearl,2,giant clam,5,sand dollar,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12558,white,FtrMermaidBedS,NA,3814,723,ALFTq4KukvjmL4fb5
mermaid chair,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidChairS.png,NA,1,pearl,1,giant clam,2,sand dollar,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12562,white,FtrMermaidChairS,NA,3818,727,pxAiAq33Mhuwn4Hkt
mermaid closet,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidClosetLR.png,NA,2,pearl,1,giant clam,2,coral,5,sand dollar,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12559,white,FtrMermaidClosetLR,NA,3815,724,MEWXBzYjapeoEe2gB
mermaid dresser,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidChest.png,NA,2,pearl,1,giant clam,3,coral,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12561,white,FtrMermaidChest,NA,3817,726,Cw5hY5Rw3H3Dbj8Qm
mermaid fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceMermaid.png,NA,1,pearl,5,coral,5,sand dollar,,,,,,,NFS,200,NA,NA,Pascal,,NA,No,1.7.0,Yes,0,Other,14278,white,ItemFenceMermaid,NA,3890,776,x9XotaLpqFgcFeYBX
mermaid flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpFloorMermaid00.png,NA,2,pearl,5,sand dollar,5,stone,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Floors,12568,white,RoomSpFloorMermaid00,NA,3861,730,x4MaMfyCjjfCbzaeX
mermaid lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidLamp.png,NA,1,pearl,3,conch,2,coral,2,iron nugget,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12556,white,FtrMermaidLamp,NA,3813,721,uSZ9gNznb8Muv7m5N
mermaid rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugOtherMermaidM00.png,NA,1,pearl,3,sand dollar,,,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Rugs,12563,white,RugOtherMermaidM00,NA,3871,728,RzoH6PAen4tofG5r4
mermaid screen,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidScreen.png,NA,2,pearl,3,giant clam,5,sand dollar,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12555,white,FtrMermaidScreen,NA,3812,720,SpWcH5ZkBLmmPPhkh
mermaid shelf,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidShelf.png,NA,1,pearl,1,giant clam,4,coral,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12553,white,FtrMermaidShelf,NA,3810,718,BefPY5x6qmfpw6LYR
mermaid sofa,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidChairL.png,NA,1,pearl,10,sand dollar,,,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12560,white,FtrMermaidChairL,NA,3816,725,ZAkqmq4rpvqx8Yjsh
mermaid table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidTableM.png,NA,1,pearl,4,sand dollar,,,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12552,white,FtrMermaidTableM,NA,3809,717,28F4e6Qn9Ljk9bujY
mermaid vanity,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidDresser.png,NA,1,pearl,1,giant clam,2,coral,2,iron nugget,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12554,white,FtrMermaidDresser,NA,3811,719,Ratk45mkyzj3MamAL
mermaid wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallMermaid00.png,NA,2,pearl,2,sea snail,2,sand dollar,2,coral,2,giant clam,2,cowrie,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Wallpaper,12566,white,RoomSpWallMermaid00,NA,3850,729,iWw2Le7AvBey6icHL
mermaid wall clock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidclockWall.png,NA,1,pearl,3,sea snail,2,coral,2,iron nugget,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Wall-mounted,12557,white,FtrMermaidclockWall,NA,3830,722,5ofhYTXth4c5AKdau
minestrone soup,https://acnhcdn.com/latest/CookingIcon/FtrSoupMinestrone.png,NA,2,tomato,1,potato,1,carrot,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13942,color_67,FtrSoupMinestrone,NA,12103,855,piP5vfg4m55JPaAra
mini DIY workbench,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWorkbenchS.png,NA,3,wood,3,hardwood,3,softwood,2,iron nugget,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,3122,brown,FtrWorkbenchS,NA,301,82,sLGJoXrKyqJ4bdhxb
mini golden dharma,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldDharmaS.png,NA,1,gold nugget,1,mini dharma,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,2.0.0,Yes,100,Miscellaneous,14489,gold,FtrGoldDharmaS,NA,1108,826,WKWAcaJiEo6LAhjcu
mixed-fruits bagel sandwich,https://acnhcdn.com/latest/CookingIcon/FtrBeaglesandFruits.png,NA,2,flour,1,apple,1,orange,1,pear,1,peach,1,cherry,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14123,color_70,FtrBeaglesandFruits,NA,12414,931,Wewy5KkML4vwZEHZH
mixed-fruits crepe,https://acnhcdn.com/latest/CookingIcon/FtrCrepeFruits.png,NA,2,flour,1,apple,1,orange,1,pear,1,peach,1,cherry,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13975,color_70,FtrCrepeFruits,NA,14602,884,oT3teaHcJNs3qTGPz
mixed-fruits pie,https://acnhcdn.com/latest/CookingIcon/FtrPieFruits.png,NA,3,flour,1,apple,1,orange,1,pear,1,peach,1,cherry,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13957,color_69,FtrPieFruits,NA,14906,867,bYFY2bugMAXXECbv8
mixed-fruits sandwich,https://acnhcdn.com/latest/CookingIcon/FtrSandwichFruits.png,NA,2,flour,1,orange,1,pear,1,peach,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13959,color_68,FtrSandwichFruits,NA,12402,868,fAqwyoKcjP5PiJpXy
mixed-fruits tart,https://acnhcdn.com/latest/CookingIcon/FtrTartFruits.png,NA,1,flour,1,apple,1,orange,1,pear,1,peach,1,cherry,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13950,color_72,FtrTartFruits,NA,14506,863,vrTLrgL9dcHRxL7af
modeling clay,https://acnhcdn.com/latest/DIYRecipeIcon/FtrClaytoy.png,NA,2,clay,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,7258,brick,FtrClaytoy,NA,700,574,Z7ycbJwgAh8HWaaSm
modern wood wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallMixwood00.png,NA,5,wood,5,softwood,5,hardwood,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4904,brown,RoomTexWallMixwood00,NA,520,320,LqPaTaPEXdwvFhGKC
money flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorBill00.png,NA,1,"50,000 Bells",,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,100,Floors,4986,yellow,RoomTexFloorBill00,NA,2190,473,6HtNgH3LKjQA5kxtg
moon,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMoon.png,NA,15,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1054,silver,FtrMoon,NA,2202,234,5GevvAMTu6Lf7ueyE
mossy garden rock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGardenrockMoss.png,NA,15,stone,15,clump of weeds,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,12208,light gray,FtrGardenrockMoss,NA,807,647,Fn45YxZCtsHx5u3t2
mountain standee,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHariboteMountain.png,NA,4,wood,5,softwood,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Housewares,532,brown,FtrHariboteMountain,NA,380,584,zAFMi693PuR7nPnMs
mum crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentMum1.png,NA,2,red mums,2,yellow mums,2,white mums,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5117,green,CapOrnamentMum1,NA,8203,258,dm3bTGBfDYLSzWDHR
mum cushion,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFlowerStoolS.png,NA,3,yellow mums,10,clump of weeds,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,50,Housewares,7232,green,FtrFlowerStoolS,NA,7801,505,fEBdSdvEG86vXefum
mum wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathMum.png,NA,3,white mums,3,yellow mums,3,red mums,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is mums,NA,NA,1.0.0,Yes,50,Wall-mounted,5467,green,FtrDoorOrnamentWreathMum,NA,7843,231,LS93qbKCcMQLExqMG
mums wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickChrysanthemum.png,NA,1,yellow mums,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5095,green,ToolStickChrysanthemum,NA,8271,531,jbWRPr9kP6jXS3SLW
mush lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMushroomLamp.png,NA,1,skinny mushroom,5,clay,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,805,orange,FtrMushroomLamp,NA,5406,51,vTR3yJt55jtNGdprm
mush log,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMushroomPulpwood.png,NA,2,skinny mushroom,1,log stool,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3808,orange,FtrMushroomPulpwood,NA,5401,136,FMN3xak2uqjTCo47s
mush low stool,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMushroomChairS.png,NA,2,round mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,4708,orange,FtrMushroomChairS,NA,5400,220,RZwmANPWaM7jntL5R
mush parasol,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMushroomParasol.png,NA,3,flat mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3805,orange,FtrMushroomParasol,NA,5407,139,WwaYiBvDKvBJzD3Bg
mush partition,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMushroomScreen.png,NA,3,skinny mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3806,orange,FtrMushroomScreen,NA,5408,138,J89MsT5JKW43XJ4r8
mush table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMushroomTableL.png,NA,2,flat mushroom,6,wood,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,808,orange,FtrMushroomTableL,NA,5403,32,cECL9PSx9yNfPWNvW
mush umbrella,https://acnhcdn.com/latest/DIYRecipeIcon/UmbrellaMushroom0.png,NA,3,flat mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Equipment,7174,orange,UmbrellaMushroom0,NA,5480,648,PT3wRG87hdFbt8kgG
mush wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallMush00.png,NA,1,elegant mushroom,1,round mushroom,1,skinny mushroom,1,flat mushroom,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Wallpaper,5164,orange,RoomTexWallMush00,NA,5451,308,6HKBjFrzRdfY5PArn
mushroom crepe,https://acnhcdn.com/latest/CookingIcon/FtrCrepeMushroom.png,NA,2,flour,1,round mushroom,1,skinny mushroom,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13964,color_62,FtrCrepeMushroom,NA,12501,873,CiyRjyytHgDYefrQC
mushroom curry,https://acnhcdn.com/latest/CookingIcon/FtrNancurryMushroom.png,NA,3,flour,1,round mushroom,1,flat mushroom,1,skinny mushroom,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14128,color_77,FtrNancurryMushroom,NA,13105,936,rPAGu2aKPvsED49rB
mushroom pizza,https://acnhcdn.com/latest/CookingIcon/FtrPizzaMushroom.png,NA,3,flour,2,round mushroom,2,flat mushroom,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14698,color_62,FtrPizzaMushroom,NA,13202,970,NG9BqyjoiteBKGEex
mushroom potage,https://acnhcdn.com/latest/CookingIcon/FtrSoupMushroom.png,NA,1,flour,1,round mushroom,1,flat mushroom,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14048,color_61,FtrSoupMushroom,NA,12105,914,G9kSZpupPfwpYGmai
mushroom salad,https://acnhcdn.com/latest/CookingIcon/FtrSaladbowlMushroom.png,NA,1,round mushroom,1,flat mushroom,1,skinny mushroom,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13972,color_66,FtrSaladbowlMushroom,NA,12203,881,M77gqbGYaaNBRJoQr
mushroom wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickMushroom.png,NA,3,skinny mushroom,3,star fragment,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Tools,7588,orange,ToolStickMushroom,NA,5490,536,N9He3qRD3RjrqQeGG
mushroom wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathMushroom.png,NA,10,tree branch,1,round mushroom,1,skinny mushroom,1,flat mushroom,,,,,NFS,200,NA,NA,Balloons; Isabelle,,mushrooms,Yes,1.0.0,Yes,0,Wall-mounted,4726,orange,FtrDoorOrnamentWreathMushroom,NA,5440,221,5XfaKLorByDHGp9pi
music stand,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMusicstand.png,NA,8,hardwood,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,1058,brown,FtrMusicstand,NA,405,215,ZxTX2kZjDvZA3aT95
natural garden chair,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGardenChairNatural.png,NA,6,hardwood,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Peppy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,2586,brown,FtrGardenChairNatural,NA,373,80,jaDD9msGTLXHRu2cB
natural garden table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGardenTableNatural.png,NA,9,hardwood,3,iron nugget,,,,,,,,,NFS,200,NA,NA,Normal villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,3396,brown,FtrGardenTableNatural,NA,375,224,gRf7qMpExewtthEWH
natural mum wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathMumRare.png,NA,10,green mums,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Wall-mounted,5768,green,FtrDoorOrnamentWreathMumRare,NA,7845,442,p7kG7qim9jPGSwxtz
natural square table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGardenTableSNatural.png,NA,4,hardwood,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Housewares,12332,brown,FtrGardenTableSNatural,NA,374,670,4nASdZyjax8qv3B8T
net,https://acnhcdn.com/latest/DIYRecipeIcon/ToolNetNormal.png,NA,1,flimsy net,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,NA,NA,1.0.0,Yes,0,Tools,5784,beige,ToolNetNormal,NA,108,283,FZBFrFQRtepzzWPFp
nice branch,https://acnhcdn.com/latest/DIYRecipeIcon/ToolBranchPlayer.png,NA,3,tree branch,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,2.0.0,Yes,0,Other,14644,brown,ToolBranchPlayer,NA,291,1037,tsyn9RLgQXbAzYbNu
nova light,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStarLamp.png,NA,5,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Miscellaneous,6826,silver,FtrStarLamp,NA,2200,429,5RHPeNZ2mgin65Ny5
ocarina,https://acnhcdn.com/latest/DIYRecipeIcon/ToolOcarina.png,NA,5,clay,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Other,5320,brick,ToolOcarina,NA,133,218,QzhL3j8Tgv2cNDZQe
oil-barrel bathtub,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDrumcanbath.png,NA,1,oil barrel,1,campfire,2,stone,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Housewares,3819,yellow,FtrDrumcanbath,NA,2150,394,kvTajEX5oeZ2DDyjt
old-fashioned washtub,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWashtub.png,NA,3,softwood,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Miscellaneous,4393,brown,FtrWashtub,NA,464,195,ebzFXSHFr3vGLoDSb
olive-flounder meunière,https://acnhcdn.com/latest/CookingIcon/FtrMeuniere.png,NA,1,olive flounder,2,flour,,,,,,,,,NFS,200,NA,NA,Turkey Day Recipes,Obtain Turkey Day Recipes from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,2.0.0,Yes,0,Savory,13330,color_75,FtrMeuniere,NA,15204,974,5Rs5oukDkCgR6gWW7
open wooden shelves,https://acnhcdn.com/latest/DIYRecipeIcon/FtrOpenshelfWood.png,NA,10,wood,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,2.0.0,Yes,0,Housewares,13751,brown,FtrOpenshelfWood,NA,323,1069,bnoJc5gwt37sPkwkT
orange dress,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceAlineNOrange.png,NA,8,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Equipment,3288,orange,TopsTexOnepieceAlineNOrange,NA,1706,626,kdDWtuakgMkxF8ohK
orange end table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFruitsTableS.png,NA,10,orange,4,wood,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is oranges,NA,NA,1.0.0,Yes,100,Housewares,3975,orange,FtrFruitsTableS,NA,1700,185,XsnyjhPAFhghBQj7r
orange hat,https://acnhcdn.com/latest/DIYRecipeIcon/CapHatOrange.png,NA,5,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Equipment,5275,orange,CapHatOrange,NA,1705,624,yqpHcrzwzywbANi6S
orange jelly,https://acnhcdn.com/latest/CookingIcon/FtrJellyOrange.png,NA,2,orange,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13967,color_60,FtrJellyOrange,NA,14301,876,CGaDmtF4wFHufdt5M
orange marmalade,https://acnhcdn.com/latest/CookingIcon/FtrJarOrange.png,NA,3,orange,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14169,color_76,FtrJarOrange,NA,13611,949,fztYk8wg4HMTbc5xW
orange pie,https://acnhcdn.com/latest/CookingIcon/FtrPieOrange.png,NA,3,flour,2,sugar,2,orange,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13934,color_65,FtrPieOrange,NA,14901,847,Kiy88e6tHPReeGrgX
orange pound cake,https://acnhcdn.com/latest/CookingIcon/FtrPoundcakeOrange.png,NA,2,flour,1,sugar,2,orange,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13979,color_63,FtrPoundcakeOrange,NA,14703,888,C4EkeMtXj8xQNgCiJ
orange rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugOtherOrangeM00.png,NA,6,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Rugs,7330,orange,RugOtherOrangeM00,NA,1703,544,ACfErxWo9j2zKTe47
