Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_5_0.png,Gold,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,1500,Yellow,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_5_0,5_0,4752,cJH6ZBwA7hYhEYRe4
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_6_0.png,Pink,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,1500,Orange,Orange,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_6_0,6_0,4752,kniB4PPXCJsLPWqfS
iron doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentIron_Remake_7_0.png,Brown,Color,NA,NA,Yes,Yes,No,NA,1,Normal,1000,NFS,1500,Brown,Brown,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_7_0,7_0,4752,c72kTdRFSyCC8wPrv
iron wall lamp,https://acnhcdn.com/latest/FtrIcon/FtrIronLampW_Remake_0_0.png,Black,Color,NA,NA,Yes,Yes,No,NA,5,Normal,3800,NFS,3400,Black,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,workshop,iron,None,Lighting,Yes,Lamp,No,Fluorescent,No,Not for sale,1.0.0,Yes,FtrIronLampW_Remake_0_0,0_0,3559,GGEo4iYWTQ83wfzFG
iron wall lamp,https://acnhcdn.com/latest/FtrIcon/FtrIronLampW_Remake_1_0.png,White,Color,NA,NA,Yes,Yes,No,NA,5,Normal,3800,NFS,3400,White,White,NA,NA,1x1,Crafting,,NA,NA,103,living room,workshop,iron,None,Lighting,Yes,Lamp,No,Fluorescent,No,Not for sale,1.0.0,Yes,FtrIronLampW_Remake_1_0,1_0,3559,mWS3p4BbybkxAf9qq
iron wall rack,https://acnhcdn.com/latest/FtrIcon/FtrIronShelfW_Remake_0_0.png,Black,Color,NA,NA,Yes,Yes,No,NA,4,Normal,3100,NFS,2450,Black,Gray,NA,NA,1x1,Crafting,,NA,NA,103,living room,workshop,iron,None,None,No,Shelf,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronShelfW_Remake_0_0,0_0,3562,RtqKrio5AzxSXrtR6
iron wall rack,https://acnhcdn.com/latest/FtrIcon/FtrIronShelfW_Remake_1_0.png,White,Color,NA,NA,Yes,Yes,No,NA,4,Normal,3100,NFS,2450,White,Gray,NA,NA,1x1,Crafting,,NA,NA,103,living room,workshop,iron,None,None,No,Shelf,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronShelfW_Remake_1_0,1_0,3562,rZ7WRonzrHopTMqB4
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_0_0.png,Birch,Lumber type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1740,Beige,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_0_0,0_0,3275,vNKBuJATboP4WJc5J
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_1_0.png,Teak,Lumber type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1740,Orange,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_1_0,1_0,3275,zmzEqh5vjj5RQwqcK
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_2_0.png,Walnut,Lumber type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1740,Brown,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_2_0,2_0,3275,fCsjzpfLvToKtc4nB
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_3_0.png,Old,Lumber type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1740,Brown,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_3_0,3_0,3275,47Ra3WcTeNPgqHCnY
ironwood clock,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodClockW_Remake_4_0.png,Oak,Lumber type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1740,Orange,White,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_4_0,4_0,3275,MozZeSXja3QephxQa
Jack's portrait,https://acnhcdn.com/latest/FtrIcon/FtrHwnPortraitWall.png,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,2000,Orange,Black,NA,NA,1x1.5,Jack,Received in the mail,Halloween (days before),Yes,573,horror,None,spooky,None,None,No,Posters,No,No lighting,No,Not for sale,1.5.0,Yes,FtrHwnPortraitWall,NA,13353,wy7NKPRDfh4Zc6XmC
key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_0_0.png,Dark wood,Color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1110,Brown,Brown,NA,NA,1x1,Crafting,,NA,NA,103,workshop,living room,None,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_0_0,0_0,3992,mYSFGJ3EvfN65AxFk
key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_1_0.png,Brown wood,Color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1110,Beige,Beige,NA,NA,1x1,Crafting,,NA,NA,103,workshop,living room,None,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_1_0,1_0,3992,mjemGmkyrZnabhRHo
key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_2_0.png,White,Color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1110,White,White,NA,NA,1x1,Crafting,,NA,NA,103,workshop,living room,None,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_2_0,2_0,3992,GNDXQmdfgZJPD6ebE
key holder,https://acnhcdn.com/latest/FtrIcon/FtrKeyhanger_Remake_3_0.png,Black,Color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1110,Black,Black,NA,NA,1x1,Crafting,,NA,NA,103,workshop,living room,None,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_3_0,3_0,3992,Dygq8pkpSW8QePpYg
Kiki & Lala clock,https://acnhcdn.com/latest/FtrIcon/FtrSanrioLtsClockWall.png,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,1000,250,Yellow,Pink,NA,NA,1x1,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,201,fancy,None,Kiki & Lala,None,Clock,Yes,Kiki & Lala,No,No lighting,No,Not in catalog,1.9.0,Yes,FtrSanrioLtsClockWall,NA,12242,BxkwA29WtZEhyhXwS
Leo sculpture,https://acnhcdn.com/latest/FtrIcon/FtrZodiacLeo.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,21975,White,Yellow,NA,NA,1x1,Crafting,,Leo,Yes,301,expensive,None,stars,None,None,No,Animal,No,No lighting,No,Not for sale,1.0.0,Yes,FtrZodiacLeo,NA,5964,WWysMfHGukSAM2Qph
light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_0_0.png,Silver,Plate color,NA,NA,No,No,No,NA,NA,None,1000,340,85,Gray,Black,310,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,lab,facility,None,None,None,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_0_0,0_0,3471,rQE2byXQiBvr53TgP
light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_1_0.png,Gold,Plate color,NA,NA,No,No,No,NA,NA,None,1000,340,85,Yellow,Gray,310,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,lab,facility,None,None,None,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_1_0,1_0,3471,r6BvCjdKczDuXMiHJ
light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_2_0.png,White,Plate color,NA,NA,No,No,No,NA,NA,None,1000,340,85,White,White,310,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,lab,facility,None,None,None,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_2_0,2_0,3471,y6iByh2HeM4ec8meb
light switch,https://acnhcdn.com/latest/FtrIcon/FtrSwitchWall_Remake_3_0.png,Wood grain,Plate color,NA,NA,No,No,No,NA,NA,None,1000,340,85,Brown,White,310,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,lab,facility,None,None,None,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_3_0,3_0,3471,JB7zeDsK92ybsrtMb
light-bulb sign,https://acnhcdn.com/latest/FtrIcon/FtrEnamelsignWall_Remake_0_0.png,NA,NA,Red,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,Red,White,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_0,0_0,13681,CZf3ENoMDq9GgALig
light-bulb sign,https://acnhcdn.com/latest/FtrIcon/FtrEnamelsignWall_Remake_0_1.png,NA,NA,Yellow,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,Yellow,Black,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_1,0_1,13681,rQJhZpc8JgqF385F6
light-bulb sign,https://acnhcdn.com/latest/FtrIcon/FtrEnamelsignWall_Remake_0_2.png,NA,NA,Green,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,Green,White,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_2,0_2,13681,4fpfHziA7PQ5wFKx3
light-bulb sign,https://acnhcdn.com/latest/FtrIcon/FtrEnamelsignWall_Remake_0_3.png,NA,NA,Navy blue,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,Blue,White,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_3,0_3,13681,v8ev9XkTDTkYCSmqH
light-bulb sign,https://acnhcdn.com/latest/FtrIcon/FtrEnamelsignWall_Remake_0_4.png,NA,NA,Orange,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,Orange,White,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_4,0_4,13681,RANSkq7LoehMkhrm8
light-bulb sign,https://acnhcdn.com/latest/FtrIcon/FtrEnamelsignWall_Remake_0_5.png,NA,NA,White,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,White,Aqua,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_5,0_5,13681,xxSZvnxa39Cc8FKLp
light-bulb sign,https://acnhcdn.com/latest/FtrIcon/FtrEnamelsignWall_Remake_0_6.png,NA,NA,Black,Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,Black,White,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_6,0_6,13681,o9qPuXcNHdQF86f7Z
light-bulb sign,https://acnhcdn.com/latest/FtrIcon/FtrEnamelsignWall_Remake_0_7.png,NA,NA,"Red, white & blue",Variation,No,No,Yes,Default; Custom; Sable,1,Normal,1000,1600,400,White,Blue,1400,Poki,1x1,Nook's Cranny; HHP Office,,NA,NA,151,city life,retro,None,None,None,No,Shop,No,No lighting,No,For sale,2.0.0,Yes,FtrEnamelsignWall_Remake_0_7,0_7,13681,krY4oLWb3bjZyZTkk
lily wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathYuri.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,720,Red,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,fancy,nature,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathYuri,NA,5641,zxaMEH6t7K7emezta
log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_0_0.png,Dark wood,Lumber type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,990,Brown,Beige,NA,NA,1x1,Crafting,,NA,NA,103,garden,living room,log,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_0_0,0_0,4037,mz684LXNfkspZDLDf
log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_1_0.png,Orange wood,Lumber type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,990,Orange,Beige,NA,NA,1x1,Crafting,,NA,NA,103,garden,living room,log,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_1_0,1_0,4037,HvQyCt84xohvzGnzo
log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_2_0.png,White wood,Lumber type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,990,Beige,Beige,NA,NA,1x1,Crafting,,NA,NA,103,garden,living room,log,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_2_0,2_0,4037,BjGQNh6EjAswWu4hT
log wall-mounted clock,https://acnhcdn.com/latest/FtrIcon/FtrLogClockWall_Remake_3_0.png,White birch,Lumber type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,990,White,Beige,NA,NA,1x1,Crafting,,NA,NA,103,garden,living room,log,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_3_0,3_0,4037,FppjfiWfciM7Lna2P
Lunar New Year decoration,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentShunsetsu.png,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,2000,500,Red,Yellow,NA,NA,1x1,Nook Shopping Seasonal,,Lunar New Year (Nook Shopping),Yes,201,party,harmonious,None,None,None,No,House Door Decor,No,No lighting,Yes,Seasonal,1.7.0,Yes,FtrDoorOrnamentShunsetsu,NA,14032,RmG33xQGrEpGxrAuS
macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_0_0.png,White,Color,NA,NA,No,No,No,NA,NA,None,1000,840,210,Beige,Beige,760,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_0_0,0_0,4119,xLHFMTMSb7wSuaj6i
macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_1_0.png,Green,Color,NA,NA,No,No,No,NA,NA,None,1000,840,210,Green,Green,760,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_1_0,1_0,4119,4SzJX5waNijmGpw9F
macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_2_0.png,Pink,Color,NA,NA,No,No,No,NA,NA,None,1000,840,210,Beige,Pink,760,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_2_0,2_0,4119,L8qkZyvoDRGY8Z8Ku
macrame tapestry,https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_3_0.png,Blue,Color,NA,NA,No,No,No,NA,NA,None,1000,840,210,Beige,Aqua,760,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Shop,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_3_0,3_0,4119,4TuY3aK2s3LimFNoS
magnetic knife rack,https://acnhcdn.com/latest/FtrIcon/FtrKniferackWall_Remake_0_0.png,Stainless steel,Color,NA,NA,No,No,No,NA,NA,None,1000,1400,350,Gray,Black,1300,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,kitchen,restaurant,None,None,None,No,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrKniferackWall_Remake_0_0,0_0,4118,utM3v57qgymPACujB
magnetic knife rack,https://acnhcdn.com/latest/FtrIcon/FtrKniferackWall_Remake_1_0.png,Wooden,Color,NA,NA,No,No,No,NA,NA,None,1000,1400,350,Beige,Brown,1300,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,kitchen,restaurant,None,None,None,No,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrKniferackWall_Remake_1_0,1_0,4118,T74q3Ea6zWxcZQTEd
magnetic knife rack,https://acnhcdn.com/latest/FtrIcon/FtrKniferackWall_Remake_2_0.png,Pop,Color,NA,NA,No,No,No,NA,NA,None,1000,1400,350,Orange,Colorful,1300,Poki,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,kitchen,restaurant,None,None,None,No,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrKniferackWall_Remake_2_0,2_0,4118,A2WGBqWHo9sA7tp2W
mantis-head model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKamakiriFace.png,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,1500,375,Green,Green,1400,Poki,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,horror,None,bug head,None,No,Special Insect,No,No lighting,No,For sale,1.0.0,Yes,FtrInsectKamakiriFace,NA,11098,MB6ck2v9T8Y42ZyGR
mermaid wall clock,https://acnhcdn.com/latest/FtrIcon/FtrMermaidclockWall.png,NA,NA,NA,NA,Yes,No,No,NA,NA,None,NA,NFS,12290,Pink,Aqua,NA,NA,1x2,Crafting,,NA,NA,451,ocean,fancy,mermaid,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.3.0,Yes,FtrMermaidclockWall,NA,12557,iPu6xLx3S2Tqniv8M
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_0_0.png,Hot air balloons,Design,NA,NA,No,No,No,NA,NA,None,1000,780,195,Colorful,Colorful,700,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,child's room,fancy,None,None,None,No,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMobile_Remake_0_0,0_0,9565,bMEzNi4ZSo3ZPyBnF
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_1_0.png,Sheep,Design,NA,NA,No,No,No,NA,NA,None,1000,780,195,Colorful,Colorful,700,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,child's room,fancy,None,None,None,No,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMobile_Remake_1_0,1_0,9565,9JEvGjWQrgL375ycv
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_2_0.png,Ocean creatures,Design,NA,NA,No,No,No,NA,NA,None,1000,780,195,Colorful,Colorful,700,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,child's room,fancy,None,None,None,No,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMobile_Remake_2_0,2_0,9565,mB2ar9nB67m6hTm7K
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_3_0.png,Space,Design,NA,NA,No,No,No,NA,NA,None,1000,780,195,Colorful,Colorful,700,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,child's room,fancy,None,None,None,No,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMobile_Remake_3_0,3_0,9565,7scDFwtSabzfahkvJ
mobile,https://acnhcdn.com/latest/FtrIcon/FtrMobile_Remake_4_0.png,Gorgeous,Design,NA,NA,No,No,No,NA,NA,None,1000,780,195,Orange,Gray,700,Poki,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,child's room,fancy,None,None,None,No,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMobile_Remake_4_0,4_0,9565,GvgQ3SmQY4yvu8djk
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_0_0.png,Still Life,Art,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,88,Colorful,Brown,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_0_0,0_0,7139,yo9motrTZdsi62wAq
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_1_0.png,Street with Trees,Art,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,88,Colorful,Beige,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_1_0,1_0,7139,ngzzKQdyD9zhXaKMF
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_2_0.png,Nostalgia,Art,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,88,White,Black,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_2_0,2_0,7139,xDMmWCHrvonjL5YGu
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_3_0.png,Angel,Art,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,88,Colorful,Yellow,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_3_0,3_0,7139,22zuXPgM8uQw7CGeB
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_4_0.png,Sweet Roses,Art,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,88,Colorful,Yellow,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_4_0,4_0,7139,3CMupS6GdJ9J2jJbt
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_5_0.png,Field of Flowers,Art,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,88,Colorful,White,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_5_0,5_0,7139,JqDA6bBmadaLF9cDZ
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_6_0.png,Dog,Art,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,88,Colorful,Yellow,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_6_0,6_0,7139,ihDeH8TdgRtew8tEG
Mom's art,https://acnhcdn.com/latest/FtrIcon/FtrMomArt_Remake_7_0.png,Blooming,Art,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,88,Colorful,White,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Study,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_7_0,7_0,7139,nAHXRLWs3Lmpa8aH8
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_0_0.png,Flowers,Design,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,88,Colorful,Yellow,NA,NA,1x1,Mom,Received in February in the Northern Hemisphere and received in August in the Southern Hemisphere,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomEmbroidery_Remake_0_0,0_0,7145,TbXL3d8sfck28KBGM
Mom's embroidery,https://acnhcdn.com/latest/FtrIcon/FtrMomEmbroidery_Remake_1_0.png,Bird,Design,NA,NA,No,Yes,No,NA,1,Normal,1000,NFS,88,Colorful,Orange,NA,NA,1x1,Mom,Received in February in the Northern Hemisphere and received in August in the Southern Hemisphere,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomEmbroidery_Remake_1_0,1_0,7145,Y7DgNiXjdr7YgKCZ8
