Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
nylon jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLCoach2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLCoach2.png,Blue,No,1120,280,51,Blue,Blue,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Cool,Cool,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLCoach2,288,8519,S7Xrdneg33hWj6H4R
oilskin coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLOilskin2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLOilskin2.png,Gray,No,1400,350,51,Gray,Gray,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Active,Cool,outdoorsy; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLOilskin2,903,9234,yGntiwwpi4tT7E7ow
oilskin coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLOilskin1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLOilskin1.png,Red,No,1400,350,51,Red,Yellow,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Active,Cool,outdoorsy; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLOilskin1,903,9233,zT734Hdr8zGyP5gEn
oilskin coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLOilskin0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLOilskin0.png,Yellow,No,1400,350,51,Yellow,Yellow,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,Winter,Free,Free,Active,Cool,outdoorsy; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLOilskin0,903,5855,9z2TxmZwEQQ87DyiT
OK Motors jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHOkmotors0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHOkmotors0.png,NA,No,1500,375,178,White,Blue,1x1,NA,NA,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,Yes,Not in catalog,1.1.0,Yes,TopsTexTopYshirtsHOkmotors0,1193,12425,7N3FmzDyZWdoKMpzJ
old-school jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLRepresent0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLRepresent0.png,Red,No,1800,450,51,Black,Red,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,All Year,Free,Free,Gorgeous,Active,theatrical,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLRepresent0,655,5292,jpqP7LhNbv7CkuJjD
old-school jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLRepresent1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLRepresent1.png,Green,No,1800,450,51,Black,Green,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Free,Gorgeous,Active,theatrical,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLRepresent1,655,7620,C2rj5RuQhrSMddA52
old-school jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLRepresent2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLRepresent2.png,Purple,No,1800,450,51,Black,Purple,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Autumn,NA,Free,Free,Gorgeous,Active,theatrical,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLRepresent2,655,7621,GxkqGCwj5gBAwJg6D
one-ball tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHNumberball1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHNumberball1.png,NA,No,560,140,51,Yellow,White,1x1,500,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHNumberball1,131,3320,NRKaj7yZRNahgeZwH
open track jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLOpenjersey2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLOpenjersey2.png,Black,No,1050,262,51,Black,White,1x1,940,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,comfy; sporty,1,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey2,1392,175,Yg4fzvYhAPaYFD7YS
open track jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLOpenjersey4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLOpenjersey4.png,Berry red,No,1050,262,51,Red,White,1x1,940,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,comfy; sporty,2,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey4,1392,186,FGdds8y5EbQ3Now4w
open track jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLOpenjersey0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLOpenjersey0.png,Red,No,1050,262,51,Red,White,1x1,940,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,comfy; sporty,3,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey0,1392,14363,uGz9dqWsRnBiuJkbp
open track jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLOpenjersey1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLOpenjersey1.png,Green,No,1050,262,51,Green,White,1x1,940,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,comfy; sporty,4,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey1,1392,174,9snPoaLtRCm3vqN2J
open track jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLOpenjersey3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLOpenjersey3.png,Blue,No,1050,262,51,Blue,White,1x1,940,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,comfy; sporty,5,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey3,1392,176,XuBfaWnrKe2CXW8QM
open track jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLOpenjersey5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLOpenjersey5.png,Navy blue,No,1050,262,51,Blue,White,1x1,940,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,comfy; sporty,6,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsLOpenjersey5,1392,200,xBDWpAsf4YzGBhC3Z
open-collar shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLOpencollar0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLOpencollar0.png,Coral,No,960,240,51,Red,Red,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Elegant,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLOpencollar0,516,4715,g8TwY4rnzdv9Q87Wd
open-collar shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLOpencollar2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLOpencollar2.png,Green,No,960,240,51,Green,Green,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Elegant,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLOpencollar2,516,8522,QW5LhyuRAEKkzkdhs
open-collar shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLOpencollar1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLOpencollar1.png,Blue,No,960,240,51,Aqua,Aqua,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Elegant,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLOpencollar1,516,8521,eDQjNhvpHTLDTgLgq
open-collar shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLOpencollar3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLOpencollar3.png,Beige,No,960,240,51,Beige,Beige,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Elegant,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLOpencollar3,516,8523,8yZjHsbkDXEBC97kq
oversized shawl overshirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHBigstole2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHBigstole2.png,Gray,No,1120,280,51,Gray,Black,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Cool,Cool,everyday; outdoorsy; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBigstole2,246,8428,QKmPfqRk5kdzmjx3d
oversized shawl overshirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHBigstole1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHBigstole1.png,Pink,No,1120,280,51,Pink,Gray,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Cool,Cool,everyday; outdoorsy; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBigstole1,246,8427,JEEdFjyFTGRXuwXqn
oversized shawl overshirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHBigstole0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHBigstole0.png,Brown,No,1120,280,51,Brown,Brown,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Cool,Cool,everyday; outdoorsy; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHBigstole0,246,4154,3TXZ9wdutCXoteKpN
Paradise Planning aloha top,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHUniform0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHUniform0.png,NA,No,NFS,NA,0,Red,Red,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Simple,comfy; sporty; vacation,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopYshirtsHUniform0,1298,13200,uss3Hd4ceMZPgah5E
Paradise Planning blazer,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsLTakumisuit0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTakumisuit0.png,NA,No,NFS,NA,0,Red,Orange,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Cool,formal; vacation; work,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopYshirtsLTakumisuit0,1416,14457,CMbQ5AKoyW6qRutWu
Paradise Planning event tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsemmNTakumi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsemmNTakumi0.png,Purple,No,NFS,300,51,Purple,Yellow,1x1,1100,Poki,HHP Apparel Shop,Available during DJ KK festival,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Gorgeous,party; theatrical,1,Yes,Not for sale,2.0.0,Yes,TopsTexTopTshirtsemmNTakumi0,1434,14686,KnCuaxuthj5DCTEhn
Paradise Planning event tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsemmNTakumi1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsemmNTakumi1.png,Blue,No,NFS,300,51,Aqua,Red,1x1,1100,Poki,HHP Apparel Shop,Available during DJ KK festival,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Gorgeous,party; theatrical,2,Yes,Not for sale,2.0.0,Yes,TopsTexTopTshirtsemmNTakumi1,1434,284,tCmuEYqKBc8vt4coK
Paradise Planning event tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsemmNTakumi2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsemmNTakumi2.png,Red,No,NFS,300,51,Orange,Green,1x1,1100,Poki,HHP Apparel Shop,Available during DJ KK festival,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Gorgeous,party; theatrical,3,Yes,Not for sale,2.0.0,Yes,TopsTexTopTshirtsemmNTakumi2,1434,285,dF7FnZbTnbKZcdRfq
Paradise Planning event tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsemmNTakumi3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsemmNTakumi3.png,Green,No,NFS,300,51,Green,Purple,1x1,1100,Poki,HHP Apparel Shop,Available during DJ KK festival,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Gorgeous,party; theatrical,4,Yes,Not for sale,2.0.0,Yes,TopsTexTopTshirtsemmNTakumi3,1434,286,eTgiZPkini4gA8EAD
Paradise Planning jacket,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopOuterLTakumijacket0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLTakumijacket0.png,NA,No,NFS,NA,0,Red,Orange,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Simple,everyday; comfy,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopOuterLTakumijacket0,1415,14456,Rs8JvnDDae9XP2WGm
Paradise Planning shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHTakumi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHTakumi0.png,NA,No,NFS,NA,0,White,Red,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Cool,Simple,everyday; comfy; vacation,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopYshirtsHTakumi0,1468,14819,DniT3WK8JPc9AGSvL
Paradise Planning tank top,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsNTakumitanktop0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNTakumitanktop0.png,NA,No,NFS,NA,0,Red,Aqua,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Simple,everyday; comfy,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopTshirtsNTakumitanktop0,1418,14459,vKBNhasCZo5vKyeWR
Paradise Planning tee,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsHTakumi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHTakumi0.png,NA,No,NFS,NA,0,Orange,Red,1x1,NA,NA,HHP Office,Only available as a work clothes for Paradise Planning,Happy Home Paradise,Yes,All Year,All Year,NA,Free,Free,Active,Simple,everyday; vacation,1,Yes,Not in catalog,2.0.0,Yes,TopsTexTopTshirtsHTakumi0,1417,14458,5rE2Kp8j2vofvhZTm
parka undercoat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLInparker4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLInparker4.png,Gray,No,2320,580,51,Gray,Black,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cool,Simple,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker4,353,8447,NBFRv52zvgtWvBc6a
parka undercoat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLInparker2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLInparker2.png,Black,No,2320,580,51,Black,White,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cool,Simple,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker2,353,8445,u9ARCXNAMgkXzLZhH
parka undercoat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLInparker5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLInparker5.png,Yellow,No,2320,580,51,Yellow,Black,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cool,Simple,everyday,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker5,353,8448,5599XpSyKGNboqyk7
parka undercoat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLInparker3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLInparker3.png,Green,No,2320,580,51,Green,Black,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cool,Simple,everyday,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker3,353,8446,kS3z9musSgSF9GPDP
parka undercoat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLInparker1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLInparker1.png,Blue,No,2320,580,51,Aqua,Gray,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,NA,Free,Free,Cool,Simple,everyday,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker1,353,8444,Zi8f2uZbYu7BhMpFv
parka undercoat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLInparker0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLInparker0.png,Navy blue,No,2320,580,51,Blue,Gray,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Spring,Winter,Free,Free,Cool,Simple,everyday,6,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLInparker0,353,4420,Cfn48ASNWbS3aj2Jp
patchwork coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLPatchwork2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLPatchwork2.png,Gray,No,2380,595,51,Gray,Black,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Elegant,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPatchwork2,471,8463,vGGa7mDovA2vs6SLM
patchwork coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLPatchwork1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLPatchwork1.png,Green,No,2380,595,51,Green,Black,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Cute,Elegant,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPatchwork1,471,8462,3bdEH7ed7vajhbk38
patchwork coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLPatchwork0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLPatchwork0.png,Brown,No,2380,595,51,Brown,Orange,1x1,2100,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Elegant,everyday,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPatchwork0,471,4605,nwcA4jZ8WJmhpN2r4
peacoat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLDuffleGray.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLDuffleGray.png,Gray,No,1960,490,51,Gray,Gray,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDuffleGray,13,4174,aLPjwntzLeK6gMoHe
peacoat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLDuffleRed.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLDuffleRed.png,Red,No,1960,490,51,Red,Red,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Simple,Simple,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDuffleRed,13,4172,X7PdAEz4tqocA53Gn
peacoat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLDuffleNavy.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLDuffleNavy.png,Navy blue,No,1960,490,51,Blue,Blue,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDuffleNavy,13,2782,3tGQGwQ7vjAix9afJ
peacoat,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopCoatLDuffleBeige.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLDuffleBeige.png,Beige,No,1960,490,51,Beige,Beige,1x1,1800,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLDuffleBeige,13,4173,Giz5yd2diYYcxznBZ
peasant blouse,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLPeasant0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLPeasant0.png,White,No,1680,420,51,White,Blue,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Elegant,everyday; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant0,266,4247,sAWq4TmBopQqXpMtt
peasant blouse,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLPeasant1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLPeasant1.png,Black,No,1680,420,51,Black,White,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Elegant,everyday; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant1,266,8582,5peaYRWDcAeAAWEzt
peasant blouse,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLPeasant3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLPeasant3.png,Pink,No,1680,420,51,Pink,Orange,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Elegant,everyday; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant3,266,8584,amfrhGjKTbGmSJA3v
peasant blouse,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLPeasant4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLPeasant4.png,Purple,No,1680,420,51,Purple,Pink,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Elegant,everyday; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant4,266,8585,h6KF3N5i5WhfNHCSJ
peasant blouse,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopTshirtsLPeasant2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLPeasant2.png,Beige,No,1680,420,51,Beige,Green,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Elegant,everyday; vacation,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsLPeasant2,266,8583,K7vYREGMhqQAr9amx
pineapple aloha shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHAloha1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHAloha1.png,Red,No,960,240,51,Red,Yellow,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,comfy; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha1,91,6819,J3axASMoFxGSAWeyx
pineapple aloha shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHAloha5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHAloha5.png,Pink,No,960,240,51,Pink,Orange,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,comfy; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha5,91,9773,PT8eudmKHSS8J2QeR
pineapple aloha shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHAloha6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHAloha6.png,Orange,No,960,240,51,Orange,Yellow,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Active,Active,comfy; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha6,91,9774,73d6dFrqPLbmnNWyj
pineapple aloha shirt,https://acnhcdn.com/latest/ClosetIcon/TopsTexTopYshirtsHAloha2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsHAloha2.png,Yellow,No,960,240,51,Yellow,Aqua,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,comfy; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHAloha2,91,6820,r8BKui2wQmBFdf4pA
