Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear7.png,Black,No,1050,262,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy; work,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLWorkwear7,169,9465,fFyijPHDZ6zCYARdM
jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear1.png,Red,No,1050,262,51,Red,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy; work,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLWorkwear1,169,9459,crZSmBRaMdgNhedyT
jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear5.png,Pink,No,1050,262,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy; work,3,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLWorkwear5,169,9463,68jTjSJuFPvAZMfhN
jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear0.png,Orange,No,1050,262,51,Orange,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy; work,4,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLWorkwear0,169,3448,FeXLoWAeKEH6eCWrY
jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear3.png,Yellow,No,1050,262,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy; work,5,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLWorkwear3,169,9461,qp4TKbcfJMphRmQcd
jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear4.png,Green,No,1050,262,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy; work,6,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLWorkwear4,169,9462,BBLgWq76oCjurAbCr
jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear2.png,Blue,No,1050,262,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy; work,7,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLWorkwear2,169,9460,4cYKWAMjXWrB3qgeB
jumper work suit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLWorkwear6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLWorkwear6.png,Brown,No,1050,262,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy; work,8,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLWorkwear6,169,9464,8kaLKSsZ38DWDhTYx
junihitoe kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLTwelve0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLTwelve0.png,NA,No,7000,1750,51,Red,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Womanly,Gorgeous,Gorgeous,formal; party; theatrical,1,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLTwelve0,1084,9833,woQEtbiRMzewdBRew
kabuki-actor yukata,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLYukatamen2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLYukatamen2.png,Gray,No,2400,600,51,Gray,Beige,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping); Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),No,Summer,Summer,NA,Manly,Manly,Elegant,Cool,comfy; theatrical; vacation,1,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLYukatamen2,915,9220,7HY4N33RDj2DoCEFh
kabuki-actor yukata,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLYukatamen1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLYukatamen1.png,Dark blue,No,2400,600,51,Blue,Beige,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping); Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),No,Summer,Summer,NA,Manly,Manly,Elegant,Cool,comfy; theatrical; vacation,2,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLYukatamen1,915,9219,jLEqduufA6tZzq4wN
kabuki-actor yukata,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLYukatamen0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLYukatamen0.png,Fuchsia,No,2400,600,51,Purple,Beige,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,Summer (shopping); Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),No,Summer,Summer,NA,Manly,Manly,Elegant,Cool,comfy; theatrical; vacation,3,Yes,Kimono,L,For sale,1.0.0,Yes,TopsTexOnepieceKimonoLYukatamen0,915,6024,CQGa9dHxarPBQyRXD
kandoora,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLCandula0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLCandula0.png,White,No,2520,630,51,White,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Manly,Manly,Simple,Elegant,everyday; formal,1,Yes,B-long,L,For sale,1.0.0,Yes,TopsTexOnepieceBlongLCandula0,1064,9770,AEpEXRMtbQGnrDJhe
kandoora,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLCandula2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLCandula2.png,Gray,No,2520,630,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Manly,Manly,Simple,Elegant,everyday; formal,2,Yes,B-long,L,For sale,1.0.0,Yes,TopsTexOnepieceBlongLCandula2,1064,11986,2PercXjvvdKQ8N5HA
kandoora,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLCandula1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLCandula1.png,Brown,No,2520,630,51,Beige,Beige,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Manly,Manly,Simple,Elegant,everyday; formal,3,Yes,B-long,L,For sale,1.0.0,Yes,TopsTexOnepieceBlongLCandula1,1064,11985,wm8my9M2cyhaGcEa2
kappa costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLKappa0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLKappa0.png,Green,No,1700,425,51,Green,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Cute,Cute,fairy tale; party,1,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLKappa0,166,3424,cT9PKcEhA2KeSFQwB
kappa costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLKappa1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLKappa1.png,Pink,No,1700,425,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Cute,Cute,fairy tale; party,2,Yes,Overall,L,For sale,1.0.0,Yes,TopsTexOnepieceOverallLKappa1,166,9634,jsLA2Eif9b3ek8X4H
Kerokerokeroppi outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteHKeroppi0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteHKeroppi0.png,NA,No,2400,600,201,Green,White,1x1,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cool,fairy tale; formal,1,Yes,Salopette,H,Not in catalog,1.9.0,Yes,TopsTexOnepieceSalopetteHKeroppi0,1293,13180,z3ZjXmFsPm5txda9N
Kiki & Lala dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHKikilala0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHKikilala0.png,NA,No,2400,600,201,Pink,White,1x1,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale,1,Yes,A-line,H,Not in catalog,1.9.0,Yes,TopsTexOnepieceAlineHKikilala0,1316,13433,nWMZbja2Ej4HXc9xH
kiwi dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKiwi.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKiwi.png,NA,No,1500,375,51,Green,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNKiwi,116,3289,CCSW6wszacJrRGXqT
Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate1.png,Midnight,No,3400,850,351,Black,Black,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,formal; party; theatrical,1,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNKate1,1128,11726,uGga6jKZdpWf9xrWi
Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate2.png,Passion,No,3400,850,351,Red,Black,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,formal; party; theatrical,2,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNKate2,1128,11727,ZxGtPNn2LWWxfXaRX
Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate5.png,Love,No,3400,850,351,Pink,Black,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,formal; party; theatrical,3,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNKate5,1128,11730,vsuDGgFhtXqXh4TCF
Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate4.png,Sunset,No,3400,850,351,Yellow,Black,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,formal; party; theatrical,4,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNKate4,1128,11729,QzveTfiNAq9dXAkQK
Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate3.png,Ocean,No,3400,850,351,Blue,Black,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,formal; party; theatrical,5,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNKate3,1128,11728,JszQHDQ3EkvwYpfJy
Labelle dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNKate0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNKate0.png,Twilight,No,3400,850,351,Purple,Black,1x1,NA,NA,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,NA,NA,All Year,All Year,NA,Womanly,Womanly,Elegant,Cute,formal; party; theatrical,6,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNKate0,1128,9877,knaJt2ZH8KhuAizgv
lace-up dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLLolita0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLLolita0.png,Pink,No,2500,625,51,Pink,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,All Year,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,1,Yes,Balloon,L,For sale,1.0.0,Yes,TopsTexOnepieceBalloonLLolita0,46,3070,DGpqaDDmu23aPLfxY
lace-up dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLLolita1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLLolita1.png,Blue,No,2500,625,51,Aqua,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,2,Yes,Balloon,L,For sale,1.0.0,Yes,TopsTexOnepieceBalloonLLolita1,46,8679,S6Q4Q3dz4pwyMkh6N
lace-up dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonLLolita2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonLLolita2.png,Purple,No,2500,625,51,Purple,White,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Spring,NA,Womanly,Womanly,Cute,Cute,fairy tale; party; theatrical,3,Yes,Balloon,L,For sale,1.0.0,Yes,TopsTexOnepieceBalloonLLolita2,46,8680,gkfyZ5AgekPpkfQC9
lacy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNLace0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNLace0.png,Blue,No,1520,380,51,White,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Simple,everyday; fairy tale; vacation,1,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNLace0,532,4737,6wMMZWdNeyc6jQPJP
lacy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNLace2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNLace2.png,Pink,No,1520,380,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Simple,everyday; fairy tale; vacation,2,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNLace2,532,8365,gvaGwLrZtMjdYRoaf
lacy dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNLace1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNLace1.png,Yellow,No,1520,380,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Cute,Simple,everyday; fairy tale; vacation,3,Yes,A-line,N,For sale,1.0.0,Yes,TopsTexOnepieceAlineNLace1,532,8364,w25A8K9EHzbwrzDSR
layered sleeveless dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNLayered2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNLayered2.png,Pink,No,1200,300,51,Pink,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Active,everyday; comfy,1,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNLayered2,389,8378,W5v6FR7X644v6zquD
layered sleeveless dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNLayered1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNLayered1.png,Orange,No,1200,300,51,Orange,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Active,everyday; comfy,2,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNLayered1,389,8377,qm9Y2KEYwpTHytCMz
layered sleeveless dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNLayered0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNLayered0.png,Moss green,No,1200,300,51,Green,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Womanly,Womanly,Simple,Active,everyday; comfy,3,Yes,Box,N,For sale,1.0.0,Yes,TopsTexOnepieceBoxNLayered0,389,4466,7hG6K3sykPEXwfqQ6
layered tank dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleRouge.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleRouge.png,Berry red,No,1200,300,51,Red,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Simple,Elegant,everyday; comfy,1,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHLayercamisoleRouge,12,2704,Ax4TJkJrbXa2Q6xYa
layered tank dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleBlue.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleBlue.png,Blue,No,1200,300,51,Blue,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Simple,Elegant,everyday; comfy,2,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHLayercamisoleBlue,12,4168,zxgFhJdW2hz9frcRc
layered tank dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleBrown.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleBrown.png,Brown,No,1200,300,51,Brown,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Simple,Elegant,everyday; comfy,3,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHLayercamisoleBrown,12,4169,kneXzgzo3febtY8ZS
layered tank dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxHLayercamisoleBeige.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxHLayercamisoleBeige.png,Beige,No,1200,300,51,Beige,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Simple,Elegant,everyday; comfy,4,Yes,Box,H,For sale,1.0.0,Yes,TopsTexOnepieceBoxHLayercamisoleBeige,12,4167,NztwRbZBXjMkDvptq
leaf-egg outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibNEggleaf0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibNEggleaf0.png,NA,Yes,NFS,1200,351,Green,Green,1x1,NA,NA,Crafting,,Bunny Day (days before); Bunny Day,Yes,All Year,All Year,NA,Free,Free,Active,Cute,fairy tale; party; theatrical,1,Yes,Rib,N,Not for sale,1.1.0,Yes,TopsTexOnepieceRibNEggleaf0,1207,12451,bcYMEkJC5QM8abnZg
linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen3.png,White,No,1600,400,51,White,White,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; comfy,1,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHLinen3,279,8588,GJg2wzjEE4YY7Cr6r
linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen0.png,Black,No,1600,400,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; comfy,2,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHLinen0,279,4265,qEhfcqwteyQMzzK5w
linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen1.png,Red,No,1600,400,51,Red,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; comfy,3,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHLinen1,279,8586,oepn3qHS6LLEv75Me
linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen2.png,Mustard,No,1600,400,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; comfy,4,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHLinen2,279,8587,tP8jE84i4EmhX2aW7
linen dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHLinen4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHLinen4.png,Blue,No,1600,400,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Womanly,Womanly,Simple,Simple,everyday; comfy,5,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHLinen4,279,8589,ohhyixcJWT2aqpWdp
lively plaid dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHPlaid0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHPlaid0.png,NA,No,1800,450,51,Green,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Womanly,Cute,Cute,everyday; fairy tale,1,Yes,A-line,H,For sale,1.0.0,Yes,TopsTexOnepieceAlineHPlaid0,1048,9504,MsBm6ubNAMXQfmnPv
long chenille cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan2.png,Pink,No,2000,500,51,Pink,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLCardigan2,500,8027,3enrqAdAkhYxhBwzx
long chenille cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan0.png,Mustard,No,2000,500,51,Yellow,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,2,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLCardigan0,500,4674,AdbbJ5AxbKwRCdNCR
long chenille cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan3.png,Green,No,2000,500,51,Green,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,3,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLCardigan3,500,8028,hmGLBgbT3MwTGR9me
long chenille cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLCardigan1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLCardigan1.png,Blue,No,2000,500,51,Blue,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,4,Yes,Rib,L,For sale,1.0.0,Yes,TopsTexOnepieceRibLCardigan1,500,8026,pELtnfRhLCMskP6J9
long denim cardigan,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLMuffler2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLMuffler2.png,Yellow,No,2000,500,51,Aqua,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,Box,L,For sale,1.0.0,Yes,TopsTexOnepieceBoxLMuffler2,435,8505,K2ZnDDuCZwA7sACu6
