Name,Image,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,Catalog,Version Added,Unlocked?,Filename,Internal ID,Unique Entry ID
Filbert's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu02.png,1000,250,251,Aqua,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu02,10394,384yubdrdXXGpPsXg
Flick's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpChy.png,1000,250,251,Red,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,2.0.0,Yes,PosterNpcSpChy,14865,MFPgMABSxAzJE7GkD
Flip's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMnk06.png,1000,250,251,Orange,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlMnk06,10406,4FoyuaAPfghooYopD
Flo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn13.png,1000,250,251,Blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPgn13,10685,JTHTByp4hhTaNnkE6
Flora's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst09.png,1000,250,251,Pink,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlOst09,10490,AowHdppMsbs5tSftb
Flurry's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam06.png,1000,250,251,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHam06,10679,CKMDibMPGaRz57jtP
Francine's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt12.png,1000,250,251,Aqua,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRbt12,10514,HnqwJ8ky62DNrPd3K
Frank's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPbr06.png,1000,250,251,Green,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPbr06,10500,oxZPqqFSJ92BLhCSE
Franklin's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpTuk.png,1000,250,251,Pink,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpTuk,10781,K8zKZgXpTJcmS2iGf
Freckles's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk07.png,1000,250,251,Red,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk07,10455,dNbWn5557KTKt6a6x
Frett's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog11.png,1000,250,251,Yellow,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,2.0.0,Yes,PosterNpcNmlDog11,13045,zReP6n5EQgkvzh6za
Freya's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol05.png,1000,250,251,Pink,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlWol05,10424,3r5iQhh4MzddN57i3
Friga's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn04.png,1000,250,251,Blue,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPgn04,10457,S67mk3TaAorCcg2B6
Frita's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp11.png,1000,250,251,Yellow,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlShp11,10545,ZgbE94Tvoiyw4S6r6
Frobert's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg02.png,1000,250,251,Green,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg02,10598,3YkQ5ondJhSiryAG3
Fuchsia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDer06.png,1000,250,251,Purple,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDer06,10352,snoGJLXmKAWAi95kK
Gabi's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt05.png,1000,250,251,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRbt05,10386,YWu8D8TPSnTPkxErM
Gala's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig13.png,1000,250,251,Pink,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPig13,10482,rYCrunBXnTNteRv5N
Gaston's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt04.png,1000,250,251,Yellow,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRbt04,10479,Nqq3fo795gkfaZvZr
Gayle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCrd07.png,1000,250,251,Pink,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCrd07,10596,ahyNZuX8jmHBwcH52
Genji's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt08.png,1000,250,251,White,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRbt08,10469,fMsQxgbfPwD43s8j6
Gigi's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg16.png,1000,250,251,Purple,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg16,10657,z6HWKytucT8RBny2S
Gladys's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst01.png,1000,250,251,Black,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlOst01,10422,fZsAotKPAiq3s8CyY
Gloria's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk15.png,1000,250,251,Purple,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk15,10586,vABPw4w3gtosGofsb
Goldie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog00.png,1000,250,251,Yellow,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDog00,10523,6joFrAvxYe2TP6mMu
Gonzo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKal04.png,1000,250,251,Gray,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlKal04,10643,SnFZm46JXpmXvBLxB
Goose's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn00.png,1000,250,251,White,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlChn00,10694,fSckhCuP8uD8X2STZ
Gracie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpGrf.png,1000,250,251,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpGrf,10518,t4J7Xm9f6hF3pTQqy
Graham's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam02.png,1000,250,251,Yellow,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHam02,10529,fREmTL9CRpggrRWj6
Grams's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpKpg.png,1000,250,251,Green,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpKpg,10436,aggbrSpzGBPoiLHmB
Greta's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus16.png,1000,250,251,Beige,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlMus16,10470,YANGzo2FSNuKcSQSR
Grizzly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea09.png,1000,250,251,Black,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBea09,10806,DvhjJCJdQqyhfh5tp
Groucho's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea06.png,1000,250,251,Blue,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBea06,10380,dgztdN3egmnWSBLHZ
Gruff's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa04.png,1000,250,251,Green,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGoa04,10678,qDhcumxg5aKZtJGYX
Gulliver's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpGul.png,1000,250,251,White,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcSpGul,10521,tK8BZwPuX6kK9ahM2
Gwen's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn05.png,1000,250,251,Purple,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPgn05,10355,vFkmrjEsPRLXSBhoB
Hamlet's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam00.png,1000,250,251,Orange,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHam00,10492,PHQtpu28bZDRwBDem
Hamphrey's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam07.png,1000,250,251,Black,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHam07,10423,PCqd56FbktaoxvdCg
Hans's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor10.png,1000,250,251,Aqua,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGor10,10460,To3etNrQ66SeLdGsh
Harriet's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPoo.png,1000,250,251,Pink,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpPoo,10787,5rRqR67vrGQNbCB2Z
Harry's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHip08.png,1000,250,251,Yellow,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHip08,10353,8xncZd9cASERiBkoQ
Harvey's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSpn.png,1000,250,251,Beige,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,2.0.0,Yes,PosterNpcSpSpn,14867,k2iwQAMrx7GtpKYWT
Hazel's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu18.png,1000,250,251,Orange,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu18,10466,GY2G9ZAupjDsGh9ny
Hello Kitty poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor11.png,1000,250,251,Red,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGor11,11121,JLBPLz28yBaZibFnP
Henry's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg19.png,1000,250,251,Green,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg19,10321,PxJd3Np97eRxSi4cw
Hippeux's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHip09.png,1000,250,251,Yellow,Orange,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHip09,10588,r8HHxXv35HYJZLgBX
Hopkins's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt14.png,1000,250,251,Aqua,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRbt14,10604,vwubp2G98EwG9wQn5
Hopper's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn03.png,1000,250,251,Black,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPgn03,10408,Wr67dnC9ES4CBQWsg
Hornsby's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRhn04.png,1000,250,251,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRhn04,10608,SotA8rs7xafgCN9GC
Huck's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg11.png,1000,250,251,Gray,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg11,10611,WyWCjNW35s8sfGCmG
Hugh's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig03.png,1000,250,251,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPig03,10407,nBHB3KxJo2M7rvvpa
Iggly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn11.png,1000,250,251,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPgn11,10602,jXmkSynB9wbbLAGeN
Ike's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea11.png,1000,250,251,Brown,Gray,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBea11,10650,BvyHkZkFkZQBXo6hP
Ione's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu21.png,1000,250,251,Aqua,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,2.0.0,Yes,PosterNpcNmlSqu21,13047,h8eGQBBmqH5HcFovG
Isabelle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSza.png,1000,250,251,Yellow,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcSpSza,10312,JZskBPpfNn2j8Y4ez
Jack's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPkn.png,1000,250,251,Orange,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpPkn,10346,eHe9eJNzzhnz8qM7E
Jacob's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd11.png,1000,250,251,White,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd11,10813,kLbJPxa42uuBeWkEh
Jacques's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd16.png,1000,250,251,Purple,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd16,10804,tLzEPfsxDk4GdPCXn
Jambette's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg13.png,1000,250,251,Green,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg13,10617,C6J6e7YNdwnWm2xQD
Jay's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd00.png,1000,250,251,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd00,10404,S5uNxrc9PWrQSGGM9
Jeremiah's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg07.png,1000,250,251,Blue,Orange,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg07,10688,492Z37sKbLhpW3E2Q
Jingle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpRei.png,1000,250,251,Brown,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpRei,10439,i82Sovcj8NNADYKFQ
Jitters's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd04.png,1000,250,251,Green,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd04,10818,ntewDyTP3NHyPBpky
Joan's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpBoa.png,1000,250,251,Brown,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpBoa,10430,STBLD9MdjEcDLEtQA
Joey's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk01.png,1000,250,251,Yellow,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk01,10483,9wGk3RWRqvbADAThJ
Judy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr19.png,1000,250,251,Pink,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr19,10858,BSZxPAtc9wijEHjY3
Julia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst05.png,1000,250,251,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlOst05,10630,xTdmhyg8DfCRFE3Gt
Julian's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs13.png,1000,250,251,Aqua,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHrs13,10402,H67skvQkXRDP6ysBQ
June's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr13.png,1000,250,251,Brown,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr13,10605,8PepBgrbB9RE592ey
K.K.'s poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpTkkA.png,1000,250,251,White,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcSpTkkA,10331,2uh73fgYt64x8qHcf
Kabuki's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat09.png,1000,250,251,White,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat09,10817,ka78h2ybyfwgzorrY
Kapp'n's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpKpp.png,1000,250,251,Green,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpKpp,10354,jsRtBGxBgxxkZgfS6
Katie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpLom.png,1000,250,251,Yellow,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpLom,10337,PjrtRLSi74NhGXivc
Katrina's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpBpt.png,1000,250,251,Black,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpBpt,10517,oYNatxRpaQL2NcDZJ
Katt's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat21.png,1000,250,251,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat21,10528,XwMjDn6KyDjrLwk2b
Keaton's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPbr08.png,1000,250,251,Aqua,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPbr08,10421,TWDjx79bak89KucSR
Ken's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn13.png,1000,250,251,Blue,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlChn13,10445,5mPnzbgfKfeC8aWbN
Kerokerokeroppi poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt20.png,1000,250,251,Green,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRbt20,11126,nDtn6gnAxCiP8eLC8
Ketchup's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk13.png,1000,250,251,Red,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk13,10616,uEKpxhL4J8JTxxvZo
Kevin's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig15.png,1000,250,251,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPig15,10585,zpvLH5kgqZHDF8rP4
