Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Sort Order,Label Themes,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind4.png,Yellow,No,880,220,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,3,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind4,387,11005,mcex6oPn8f8KotnrZ
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind2.png,Green,No,880,220,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,4,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind2,387,11003,wnvu2B7z7M975uCMf
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind1.png,Blue,No,880,220,51,Blue,Blue,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,5,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind1,387,11002,kbZR8T9YaP2Pb7q6P
ladder shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBlind5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBlind5.png,Gold,No,880,220,51,Brown,Brown,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,6,party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassBlind5,387,11006,SF89YKrjwGsa5Dp7t
leaf,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthLeafGreen.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthLeafGreen.png,NA,Yes,NFS,100,103,Green,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,1,outdoorsy; comfy; vacation,AccessoryMouth,No,Not for sale,1.0.0,Yes,AccessoryMouthLeafGreen,508,4682,XrpTjwp94FwmvXjmE
Luigi 'stache,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthLuigi0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthLuigi0.png,NA,No,1200,300,201,Black,Beige,1x1,NA,NA,Nook Shopping Promotion,Not available before March 1st 2021,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,1,fairy tale; formal; party,AccessoryEyeMouthInvisibleNose,No,Not in catalog,1.8.0,Yes,AccessoryGlassmouthLuigi0,1325,13559,e5vt5v7DzBMFC5qTq
Mario 'stache,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthMario0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthMario0.png,NA,No,1200,300,201,Black,Beige,1x1,NA,NA,Nook Shopping Promotion,Not available before March 1st 2021,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,1,fairy tale; formal; party,AccessoryEyeMouthInvisibleNose,No,Not in catalog,1.8.0,Yes,AccessoryGlassmouthMario0,1324,13558,zSgBiJSJofpgFQD8w
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian1.png,Black,No,910,227,51,Black,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,1,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian1,494,11161,GL9igRSB2nTebNAin
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian3.png,Red,No,910,227,51,Red,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,2,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian3,494,11163,DknNtTo9sb2jZHDht
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian0.png,Purple,No,910,227,51,Pink,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,3,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian0,494,4667,vwytnsJLdnFYZdeHR
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian5.png,Gold,No,910,227,51,Orange,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,4,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian5,494,11165,nzAimcCqJg46jjNiN
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian4.png,Green,No,910,227,51,Green,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,5,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian4,494,11164,PEA7Y7djsLQryh4c2
masquerade mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassVenetian2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassVenetian2.png,Blue,No,910,227,51,Blue,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,6,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassVenetian2,494,11162,6yKLSWNnpyXAPKJ4h
monocle,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMonocle2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle2.png,Silver,No,1100,275,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,1,fairy tale; formal; work,AccessoryOneEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMonocle2,385,11001,tXaLxYbQPqcTZWxej
monocle,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMonocle0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle0.png,Black,No,1100,275,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Free,Elegant,Cool,2,fairy tale; formal; work,AccessoryOneEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMonocle0,385,4462,vtCepd9DjYS2H5vcb
monocle,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMonocle1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMonocle1.png,Gold,No,1100,275,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Cool,3,fairy tale; formal; work,AccessoryOneEye,Yes,For sale,1.0.0,Yes,AccessoryGlassMonocle1,385,11000,ghxLRorCD3NWR5h5x
neon shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassNeon0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNeon0.png,Light blue & pink,No,1760,440,51,Aqua,Pink,1x1,1600,Poki,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,1,party; theatrical,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNeon0,1438,14690,bHuuRkz2qTsJhfv8j
neon shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassNeon2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNeon2.png,Pink & yellow,No,1760,440,51,Pink,Yellow,1x1,1600,Poki,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,2,party; theatrical,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNeon2,1438,271,FKCBZCF27pK5iMz3N
neon shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassNeon1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNeon1.png,Orange & lime,No,1760,440,51,Orange,Green,1x1,1600,Poki,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,3,party; theatrical,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNeon1,1438,270,rmrebJexJNThgW86o
neon shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassNeon3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNeon3.png,Lime & purple,No,1760,440,51,Green,Blue,1x1,1600,Poki,Able Sisters; HHP Apparel Shop,Available during DJ KK festival,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,4,party; theatrical,AccessoryEye,Yes,For sale,2.0.0,Yes,AccessoryGlassNeon3,1438,272,wwBPzo9rZssurQMFH
night-vision goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassNightvisionBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNightvisionBlack.png,NA,No,1560,390,51,Black,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,1,outdoorsy,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassNightvisionBlack,615,5261,sMdtidR3zypRsgSCW
Nook Inc. eye mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassNook0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNook0.png,NA,No,NFS,2000,151,Green,White,1x1,400,Nook Miles,Nook Miles Redemption,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,1,comfy,AccessoryEye,Yes,Not for sale,1.0.0,Yes,AccessoryGlassNook0,1148,9654,n8j5gx4zjuK7tkYKq
Nook Inc. snorkel,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthNook0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthNook0.png,NA,No,NFS,2500,151,Green,Black,1x1,500,Nook Miles,Nook Miles Redemption,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,1,outdoorsy; sporty; vacation; work,AcceEyeMouth,No,Not for sale,1.3.0,Yes,AccessoryGlassmouthNook0,1300,13215,cg2tZnttCZ9Wj3k9S
nose drip,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthJokeDripCyan.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthJokeDripCyan.png,NA,No,490,122,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,1,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthJokeDripCyan,899,5833,9YbFJqBD3hmQkW4Gq
nose tissue,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthTissue0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthTissue0.png,NA,No,80,20,51,White,White,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,1,everyday; comfy,AccessoryMouth,No,For sale,2.0.0,Yes,AccessoryMouthTissue0,1251,12965,ZE7RhipcFrgEFDiDr
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon0.png,Gray,No,1100,275,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Free,Cute,Cool,1,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOctagon0,261,4239,dzKG7sMGwFn7EaKjm
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon4.png,Black,No,1100,275,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Summer; Winter,Free,Free,Cute,Cool,2,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOctagon4,261,11075,4FT4YuTQcq3RGo3Ss
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon1.png,Green,No,1100,275,51,Green,Green,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cool,3,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOctagon1,261,11072,NME2CQfz2tMbnwLzb
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon2.png,Purple,No,1100,275,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Free,Cute,Cool,4,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOctagon2,261,11073,Je9RNoLocnJ5kinNQ
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon3.png,Gold,No,1100,275,51,Beige,Beige,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Free,Cute,Cool,5,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOctagon3,261,11074,t5MJmR6fbqXwevjus
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval6.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval6.png,Black,No,880,220,51,Black,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,1,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval6,475,11092,uuttmaKAruqm7tiKL
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval4.png,Magenta,No,880,220,51,Red,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Simple,Cute,2,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval4,475,11090,QBNkZLi9jpeDYMxnQ
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval1.png,Orange,No,880,220,51,Orange,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Free,Free,Simple,Cute,3,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval1,475,11087,9AXkAraeTz6TgR6sJ
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval5.png,Mustard,No,880,220,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,4,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval5,475,11091,uocqzyhP5WHmnH8dj
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval0.png,Green,No,880,220,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Simple,Cute,5,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval0,475,4609,jw7KgW9epPat5Pw8W
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval2.png,Blue,No,880,220,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,6,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval2,475,11088,ydCsvEetGaAQ4mNs2
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval3.png,Purple,No,880,220,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,7,everyday; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassOval3,475,11089,9ZhHgTmKeqZ7fgcNr
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier5.png,Baby gray,No,560,140,51,Gray,Gray,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,1,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier5,1055,11017,aWcYia7rWZ8nhXg37
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier4.png,Baby pink,No,560,140,51,Red,Red,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,2,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier4,1055,11016,iAyukzDt8Kutfpmab
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier0.png,Baby purple,No,560,140,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,3,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier0,1055,2298,bK8fXPaAy9f3Nqx9Q
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier7.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier7.png,Baby orange,No,560,140,51,Orange,Orange,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,4,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier7,1055,11019,WZgrieHNMrjuw9Tah
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier2.png,Baby yellow,No,560,140,51,Yellow,Yellow,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,5,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier2,1055,11014,iH9JsLkZTan5CQgTt
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier3.png,Baby green,No,560,140,51,Green,Green,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,6,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier3,1055,11015,XRyQwLEtt9RwgvtST
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier1.png,Baby mint,No,560,140,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,7,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier1,1055,11013,KMB2YJMHNzESo6Hws
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier6.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier6.png,Baby blue,No,560,140,51,Purple,Purple,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,8,comfy,AccessoryMouth,No,For sale,1.0.0,Yes,AccessoryMouthPacifier6,1055,11018,ScuP52AjZHPkhCuGP
pig nose,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPigPink.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPigPink.png,NA,No,560,140,51,Pink,Pink,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,1,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,1.0.0,Yes,AccessoryMouthPigPink,485,4647,H2JSW7YDoTdLr6GTK
pilot shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassPilot0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPilot0.png,Black,No,1300,325,51,Black,Brown,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,1,sporty; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassPilot0,382,4459,wuyb75e6fkA5976yx
pilot shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassPilot1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPilot1.png,Gold,No,1300,325,51,Yellow,Black,1x1,NA,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Cool,Active,2,sporty; work,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassPilot1,382,11214,nBHTPo8pt7eRL47PT
pirate beard,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPirates0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPirates0.png,NA,No,NFS,245,451,Colorful,Colorful,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Gorgeous,1,fairy tale; goth; theatrical,AccessoryMouthEarJaw,No,Not for sale,1.3.0,Yes,AccessoryMouthPirates0,1226,12663,isFLrwBtByekpKuLB
pirate eye patch,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassPiratespatch0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPiratespatch0.png,NA,No,NFS,70,451,Black,Gray,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,1,fairy tale; goth; theatrical,AccessoryOneEye,Yes,Not for sale,1.3.0,Yes,AccessoryGlassPiratespatch0,1225,12662,pm3izhYzmdHRwnoWR
pixel shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot3.png,Black,No,1320,330,51,Black,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,1,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassDot3,484,11225,GY4PDqrCZdcPWb4Ep
pixel shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot0.png,Red,No,1320,330,51,Red,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Free,Cool,Active,2,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassDot0,484,4646,Tp2dC3Dk4chwa4ebr
pixel shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot1.png,Green,No,1320,330,51,Green,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,3,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassDot1,484,11223,6tFnu3DhC5HQvqmZ5
pixel shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot2.png,Blue,No,1320,330,51,Blue,Black,1x1,NA,NA,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Free,Cool,Active,4,party; vacation,AccessoryEye,Yes,For sale,1.0.0,Yes,AccessoryGlassDot2,484,11224,SbAGGe9yg4EXAw35b
pleated mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthSurgicalmask0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthSurgicalmask0.png,White,No,140,35,51,White,White,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,1,everyday; comfy,AccessoryMouthEarJaw,No,For sale,2.0.0,Yes,AccessoryMouthSurgicalmask0,1248,12962,Rh2YSB2exgimHN8XX
pleated mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthSurgicalmask1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthSurgicalmask1.png,Blue,No,140,35,51,Aqua,Aqua,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,2,everyday; comfy,AccessoryMouthEarJaw,No,For sale,2.0.0,Yes,AccessoryMouthSurgicalmask1,1248,14665,yTn2sXhxPXLzugr5n
pleated mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthSurgicalmask2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthSurgicalmask2.png,Pink,No,140,35,51,Pink,Pink,1x1,NA,NA,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,3,everyday; comfy,AccessoryMouthEarJaw,No,For sale,2.0.0,Yes,AccessoryMouthSurgicalmask2,1248,14666,HyskiSHyEeeikr9Te
