Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
leopard miniskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard5.png,Pink,No,1820,455,51,Pink,Pink,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Cool,Gorgeous,everyday,2,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxLeopard5,335,10201,2jJ3W7oBwpkSKicak
leopard miniskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard3.png,Lime,No,1820,455,51,Green,Green,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Cool,Gorgeous,everyday,3,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxLeopard3,335,10199,HfWYSCxn6psda7Fjc
leopard miniskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard2.png,Blue,No,1820,455,51,Blue,Blue,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Cool,Gorgeous,everyday,4,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxLeopard2,335,10198,vHLiK3GrTnaqwAWzD
leopard miniskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard4.png,Purple,No,1820,455,51,Purple,Purple,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Cool,Gorgeous,everyday,5,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxLeopard4,335,10200,nbZd8jQEsyvXwS7w7
leopard miniskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxLeopard0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxLeopard0.png,Brown,No,1820,455,51,Brown,Brown,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Cool,Gorgeous,everyday,6,No,For sale,1.0.0,Yes,BottomsTexSkirtBoxLeopard0,335,4373,WoNf9psGq2LCY3Cqx
long chino skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino4.png,Gray,No,1560,390,51,Gray,Gray,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday; comfy,1,No,For sale,1.0.0,Yes,BottomsTexSkirtLongChino4,275,11144,fp8R3aEpYBh62bkjj
long chino skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino3.png,Avocado,No,1560,390,51,Green,Green,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday; comfy,2,No,For sale,1.0.0,Yes,BottomsTexSkirtLongChino3,275,11143,fB8CtjDLoPvBdSN59
long chino skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino2.png,Navy blue,No,1560,390,51,Blue,Blue,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday; comfy,3,No,For sale,1.0.0,Yes,BottomsTexSkirtLongChino2,275,11142,fcN5bye89Y5qtF58r
long chino skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino1.png,Brown,No,1560,390,51,Brown,Brown,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday; comfy,4,No,For sale,1.0.0,Yes,BottomsTexSkirtLongChino1,275,11141,vpATwf6eMvgw4v83c
long chino skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongChino0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongChino0.png,Beige,No,1560,390,51,Beige,Beige,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday; comfy,5,No,For sale,1.0.0,Yes,BottomsTexSkirtLongChino0,275,4257,cdSNMNyTvCycMhuNF
long denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim0.png,Blue,No,1560,390,51,Blue,Brown,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday,1,No,For sale,1.0.0,Yes,BottomsTexSkirtLongDenim0,846,5708,k5H7RaCmv9cXMz9YA
long denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim4.png,White,No,1560,390,51,White,Brown,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday,2,No,For sale,1.0.0,Yes,BottomsTexSkirtLongDenim4,846,11448,rJMPgTcd3wnhp5RR5
long denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim3.png,Black,No,1560,390,51,Black,Brown,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday,3,No,For sale,1.0.0,Yes,BottomsTexSkirtLongDenim3,846,11447,dW7XsDmjjhzaZYs4C
long denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim1.png,Light blue,No,1560,390,51,Aqua,Brown,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday,4,No,For sale,1.0.0,Yes,BottomsTexSkirtLongDenim1,846,11445,FecB3dJvM7HnHxnpp
long denim skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDenim2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDenim2.png,Navy blue,No,1560,390,51,Blue,Brown,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday,5,No,For sale,1.0.0,Yes,BottomsTexSkirtLongDenim2,846,11446,Q2NunYCa8ga9CZTx9
long plaid skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCheck0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCheck0.png,Red,No,1450,362,51,Red,Blue,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Elegant,everyday; comfy,1,No,For sale,1.0.0,Yes,BottomsTexSkirtLongCheck0,336,4374,tcAF2nzwed7veqHCf
long plaid skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCheck3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCheck3.png,Beige,No,1450,362,51,Orange,Brown,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Winter,Womanly,Simple,Elegant,everyday; comfy,2,No,For sale,1.0.0,Yes,BottomsTexSkirtLongCheck3,336,8716,DifYjZ3fynwdRqymF
long plaid skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCheck1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCheck1.png,Green,No,1450,362,51,Green,Blue,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Elegant,everyday; comfy,3,No,For sale,1.0.0,Yes,BottomsTexSkirtLongCheck1,336,8714,sD4KPiQQaZdJqrZ72
long plaid skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongCheck2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongCheck2.png,Blue,No,1450,362,51,Blue,Blue,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Womanly,Simple,Elegant,everyday; comfy,4,No,For sale,1.0.0,Yes,BottomsTexSkirtLongCheck2,336,8715,EPcY88EucvpArMM3R
long pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats1.png,White,No,1560,390,51,White,White,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Summer,Womanly,Simple,Elegant,everyday,1,No,For sale,1.0.0,Yes,BottomsTexSkirtLongPleats1,255,8703,5WYCRFHmPbR2haY4a
long pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats4.png,Gray,No,1560,390,51,Gray,Gray,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Elegant,everyday,2,No,For sale,1.0.0,Yes,BottomsTexSkirtLongPleats4,255,8706,yDt6N9sLYp2uw7QHY
long pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats0.png,Ruby red,No,1560,390,51,Red,Red,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Elegant,everyday,3,No,For sale,1.0.0,Yes,BottomsTexSkirtLongPleats0,255,4222,6jNhukbRYHAqtu5Hj
long pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats2.png,Yellow,No,1560,390,51,Yellow,Yellow,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Elegant,everyday,4,No,For sale,1.0.0,Yes,BottomsTexSkirtLongPleats2,255,8704,7MSYPu2thg7mm6AfS
long pleated skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongPleats3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongPleats3.png,Cyan,No,1560,390,51,Aqua,Aqua,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Elegant,everyday,5,No,For sale,1.0.0,Yes,BottomsTexSkirtLongPleats3,255,8705,25KnhcDGdmzN9ACCx
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot0.png,Black,No,1300,325,51,Black,White,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Womanly,Simple,Simple,everyday; vacation,1,No,For sale,1.0.0,Yes,BottomsTexSkirtLongDot0,270,4252,FSYwLYbg9L5oBw3YB
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot1.png,Red,No,1300,325,51,Red,White,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Womanly,Simple,Simple,everyday; vacation,2,No,For sale,1.0.0,Yes,BottomsTexSkirtLongDot1,270,8707,CRnAjF3bQ57nQi8v3
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot6.png,Pink,No,1300,325,51,Pink,White,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Womanly,Simple,Simple,everyday; vacation,3,No,For sale,1.0.0,Yes,BottomsTexSkirtLongDot6,270,8712,mF6a4SRs3hSkSqCp3
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot4.png,Orange,No,1300,325,51,Orange,White,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Womanly,Simple,Simple,everyday; vacation,4,No,For sale,1.0.0,Yes,BottomsTexSkirtLongDot4,270,8710,KiRJyej38jwQK5Ayp
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot5.png,Yellow,No,1300,325,51,Yellow,White,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Womanly,Simple,Simple,everyday; vacation,5,No,For sale,1.0.0,Yes,BottomsTexSkirtLongDot5,270,8711,mQ4e9xpyBNoTs8xH6
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot3.png,Green,No,1300,325,51,Green,White,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Womanly,Simple,Simple,everyday; vacation,6,No,For sale,1.0.0,Yes,BottomsTexSkirtLongDot3,270,8709,9CP9MMQqpvG5cieYh
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot7.png,Light blue,No,1300,325,51,Aqua,White,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Womanly,Simple,Simple,everyday; vacation,7,No,For sale,1.0.0,Yes,BottomsTexSkirtLongDot7,270,8713,jfPERKFf5GWQZfGaz
long polka skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongDot2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongDot2.png,Blue,No,1300,325,51,Blue,White,1x1,1200,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,All Year,NA,Womanly,Simple,Simple,everyday; vacation,8,No,For sale,1.0.0,Yes,BottomsTexSkirtLongDot2,270,8708,65RdE5YqrrBcxtnpy
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor0.png,Navy blue,No,1560,390,51,Blue,Blue,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday; formal,1,No,For sale,1.0.0,Yes,BottomsTexSkirtLongSailor0,912,6016,X83drivyAr84upLBr
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor6.png,Red,No,1560,390,51,Red,Red,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday; formal,2,No,For sale,1.0.0,Yes,BottomsTexSkirtLongSailor6,912,11647,CD2sRswRDy4pZdFJB
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor7.png,Pink,No,1560,390,51,Pink,Pink,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday; formal,3,No,For sale,1.0.0,Yes,BottomsTexSkirtLongSailor7,912,11648,ukofZGnGSqn6hBPPm
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor1.png,Orange,No,1560,390,51,Orange,Orange,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday; formal,4,No,For sale,1.0.0,Yes,BottomsTexSkirtLongSailor1,912,11642,c8MehxQwwwMZCbE2B
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor3.png,Green,No,1560,390,51,Green,Green,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday; formal,5,No,For sale,1.0.0,Yes,BottomsTexSkirtLongSailor3,912,11644,D9xKxgbGsvKPoNuB7
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor2.png,Light blue,No,1560,390,51,Aqua,Aqua,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday; formal,6,No,For sale,1.0.0,Yes,BottomsTexSkirtLongSailor2,912,11643,aNNvE2GoT4eBA7xdY
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor5.png,Purple,No,1560,390,51,Purple,Purple,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday; formal,7,No,For sale,1.0.0,Yes,BottomsTexSkirtLongSailor5,912,11646,DHZhEznTXwHSN3Skc
long sailor skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSailor4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSailor4.png,Brown,No,1560,390,51,Brown,Brown,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Womanly,Simple,Simple,everyday; formal,8,No,For sale,1.0.0,Yes,BottomsTexSkirtLongSailor4,912,11645,358aZdBvabmSYLT9s
long sweatskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSweat1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSweat1.png,Gray,No,1000,250,51,Gray,Red,1x1,900,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Active,Simple,everyday; comfy,1,No,For sale,1.0.0,Yes,BottomsTexSkirtLongSweat1,732,8724,f9Wt3Akph7spJoKS2
long sweatskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSweat2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSweat2.png,Green,No,1000,250,51,Green,Pink,1x1,900,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Active,Simple,everyday; comfy,2,No,For sale,1.0.0,Yes,BottomsTexSkirtLongSweat2,732,8725,xxyPoAMNBfLFHAJqL
long sweatskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSweat0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSweat0.png,Navy blue,No,1000,250,51,Blue,Orange,1x1,900,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Active,Simple,everyday; comfy,3,No,For sale,1.0.0,Yes,BottomsTexSkirtLongSweat0,732,5417,NSB3n8kiT27zXnbiq
long sweatskirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongSweat3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongSweat3.png,Purple,No,1000,250,51,Purple,Yellow,1x1,900,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Womanly,Active,Simple,everyday; comfy,4,No,For sale,1.0.0,Yes,BottomsTexSkirtLongSweat3,732,8726,AuYqoDaF5L3WyXxiC
loungewear shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfRoomwear0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfRoomwear0.png,Brown,No,1160,290,51,Brown,Beige,1x1,1000,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday; comfy; vacation,1,No,For sale,2.0.0,Yes,BottomsTexPantsHalfRoomwear0,1466,14806,6uhzmfRDAix6QF7uG
loungewear shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfRoomwear1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfRoomwear1.png,Red,No,1160,290,51,Red,Pink,1x1,1000,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday; comfy; vacation,2,No,For sale,2.0.0,Yes,BottomsTexPantsHalfRoomwear1,1466,564,FkSDQT8iWcEnGQT9j
loungewear shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfRoomwear2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfRoomwear2.png,Blue,No,1160,290,51,Blue,Aqua,1x1,1000,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday; comfy; vacation,3,No,For sale,2.0.0,Yes,BottomsTexPantsHalfRoomwear2,1466,565,risJJjhKDS9ESDxzC
loungewear shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfRoomwear3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfRoomwear3.png,Gray,No,1160,290,51,Black,Gray,1x1,1000,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Cute,Simple,everyday; comfy; vacation,4,No,For sale,2.0.0,Yes,BottomsTexPantsHalfRoomwear3,1466,566,9gnjDDYCHj7ySdZRA
muay-thai shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotThai1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotThai1.png,Red,No,980,245,51,Red,Black,1x1,880,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Active,Active,comfy; sporty,1,No,For sale,1.0.0,Yes,BottomsTexPantsHotThai1,426,11947,Tr9kMKPnQwHKYLchp
muay-thai shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotThai2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotThai2.png,Green,No,980,245,51,Green,Red,1x1,880,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Active,Active,comfy; sporty,2,No,For sale,1.0.0,Yes,BottomsTexPantsHotThai2,426,11948,LHicMMvB8KD6bwnoH
muay-thai shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotThai0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotThai0.png,Blue,No,980,245,51,Blue,Yellow,1x1,880,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Active,Active,comfy; sporty,3,No,For sale,1.0.0,Yes,BottomsTexPantsHotThai0,426,4522,9263kuAdDrHbrgbSb
muay-thai shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotThai3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotThai3.png,Purple,No,980,245,51,Purple,Pink,1x1,880,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Active,Active,comfy; sporty,4,No,For sale,1.0.0,Yes,BottomsTexPantsHotThai3,426,11949,ybd8sH8iegsSxqzsR
multicolor shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfMulticolor1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfMulticolor1.png,Red,No,1100,275,51,Red,Orange,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Simple,everyday; outdoorsy; vacation,1,No,For sale,1.0.0,Yes,BottomsTexPantsHalfMulticolor1,333,9089,A5stfNp2Xw4JY4RHQ
multicolor shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfMulticolor3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfMulticolor3.png,Yellow,No,1100,275,51,Orange,Yellow,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Simple,everyday; outdoorsy; vacation,2,No,For sale,1.0.0,Yes,BottomsTexPantsHalfMulticolor3,333,9091,eRQxH8sZXcqrBySLz
multicolor shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfMulticolor0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfMulticolor0.png,Green,No,1100,275,51,Green,Green,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Active,Simple,everyday; outdoorsy; vacation,3,No,For sale,1.0.0,Yes,BottomsTexPantsHalfMulticolor0,333,4371,FPSibGapXftYYcJGa
multicolor shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfMulticolor2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfMulticolor2.png,Blue,No,1100,275,51,Blue,Aqua,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer,Free,Active,Simple,everyday; outdoorsy; vacation,4,No,For sale,1.0.0,Yes,BottomsTexPantsHalfMulticolor2,333,9090,wpZwK6RNivMrsLF7T
noble pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalNoble2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalNoble2.png,White,No,4300,1075,51,White,Yellow,1x1,3900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Gorgeous,Elegant,fairy tale; formal; party; theatrical,1,No,For sale,1.0.0,Yes,BottomsTexPantsNormalNoble2,339,9249,vZEFsie7Fvw8enc9r
