Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkOrange.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkOrange.png,Orange,No,500,125,33,Orange,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,3,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkOrange,910,5950,s2Q4sYtm9FQzx8L95
New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkYellow.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkYellow.png,Yellow,No,500,125,33,Yellow,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,4,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkYellow,910,5948,k8tKF4tYi5ZejnpTb
New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkGreen.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkGreen.png,Green,No,500,125,33,Green,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,5,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkGreen,910,5949,gF3HgnhNTRHXjaw7B
New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkLightblue.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkLightblue.png,Light blue,No,500,125,33,Aqua,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,6,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkLightblue,910,5953,YsNhinT3gy8CYuB4d
New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkBlue.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkBlue.png,Blue,No,500,125,33,Blue,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,7,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkBlue,910,5947,D3oDFZZsBaBoJ9NeJ
New Year's silk hat,https://acnhcdn.com/latest/ClosetIcon/CapHatNewyearsilkPurple.png,https://acnhcdn.com/latest/FtrIcon/CapHatNewyearsilkPurple.png,Purple,No,500,125,33,Purple,Yellow,1x1,NA,NA,Tom Nook,,Countdown,Yes,All Year,Winter,NA,Free,Free,Gorgeous,Gorgeous,party; theatrical,8,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatNewyearsilkPurple,910,5951,SY9weEDnd4egCfKts
newsprint helmet,https://acnhcdn.com/latest/ClosetIcon/CapHatPaperGray.png,https://acnhcdn.com/latest/FtrIcon/CapHatPaperGray.png,NA,No,120,30,201,Gray,Gray,1x1,NA,NA,Nook Shopping Seasonal,,Children's Day,Yes,All Year,Spring,NA,Free,Free,Active,Simple,fairy tale; theatrical,1,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPaperGray,668,5308,z7WHszyCMK75sPkA9
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja0.png,Dark blue,No,1400,350,51,Blue,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,1,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja0,708,5364,tNfkPdEzqBqjaJpoL
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja1.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja1.png,Gray,No,1400,350,51,Black,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,2,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja1,708,11870,pqeTwLRpzY2iimLhX
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja2.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja2.png,Red,No,1400,350,51,Red,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,3,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja2,708,11871,cjHgPwXzQKaAvmhuC
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja7.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja7.png,Orange,No,1400,350,51,Orange,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,4,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja7,708,11876,xuwDmWqQkxgPZPqRg
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja6.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja6.png,Yellow,No,1400,350,51,Yellow,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,5,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja6,708,11875,M5W4YEuvEQ787Tegk
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja5.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja5.png,Green,No,1400,350,51,Green,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,6,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja5,708,11874,XaaDcBAN2LENqYzcv
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja4.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja4.png,Aqua,No,1400,350,51,Aqua,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,7,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja4,708,11873,QLNKKCbkjKA4dbrrT
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja3.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja3.png,Purple,No,1400,350,51,Purple,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; work,8,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeNinja3,708,11872,tB493c7XfJfk3SNdz
Noh mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskNomenWhite.png,https://acnhcdn.com/latest/FtrIcon/CapMaskNomenWhite.png,NA,No,2400,600,51,Beige,Black,1x1,2200,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Gorgeous,goth; theatrical,1,HeadFace,Yes,For sale,1.0.0,Yes,CapMaskNomenWhite,919,6036,g5HMKByrRY6yupb25
Nook Inc. bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandanaRco.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandanaRco.png,NA,No,NFS,2500,151,Orange,Yellow,1x1,500,Nook Miles,Nook Miles Redemption,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Cute,outdoorsy; work,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatBandanaRco,1143,5628,uPbBLGqqSiTSKdsap
Nook Inc. cap,https://acnhcdn.com/latest/ClosetIcon/CapHatMeshcapRco.png,https://acnhcdn.com/latest/FtrIcon/CapHatMeshcapRco.png,NA,No,NFS,2500,151,Green,White,1x1,500,Nook Miles,Nook Miles Redemption,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,outdoorsy; sporty,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatMeshcapRco,1142,5627,M6ZPhdcjGPvRGtDCS
nurse's cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTNurse1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTNurse1.png,White,No,1680,420,51,White,White,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTNurse1,950,11812,u6EEbkfK3e6iHMXsY
nurse's cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTNurse0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTNurse0.png,Pink,No,1680,420,51,Pink,Pink,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,2,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTNurse0,950,6947,2nZYXc5ee6terDyJY
nurse's cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTNurse2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTNurse2.png,Blue,No,1680,420,51,Blue,Blue,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,3,HeadHairOrnament_Back,Yes,For sale,1.0.0,Yes,CapOrnamentTNurse2,950,11813,NWWLjb8pmu6tC438t
OK Motors cap,https://acnhcdn.com/latest/ClosetIcon/CapHatOkmotors0.png,https://acnhcdn.com/latest/FtrIcon/CapHatOkmotors0.png,NA,No,770,192,178,White,Blue,1x1,NA,NA,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,HeadCap,Yes,Not in catalog,1.1.0,Yes,CapHatOkmotors0,1192,12424,EfqFMvapb35xaDsnk
okame mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskOkame0.png,https://acnhcdn.com/latest/FtrIcon/CapMaskOkame0.png,NA,No,1120,280,51,White,Black,1x1,1000,Poki,Able Sisters,Available from Able Sisters shop only,Setsubun (Able Sisters),Yes,All Year,All Year,NA,Free,Free,Simple,Simple,fairy tale; goth,1,HeadFace,Yes,For sale,1.7.0,Yes,CapMaskOkame0,1343,13910,c66oEbvReiPXb5Sxx
orange hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOrange.png,https://acnhcdn.com/latest/FtrIcon/CapHatOrange.png,NA,Yes,NFS,1000,103,Orange,Green,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatOrange,637,5275,QSHPkoQAJJpdDJpXv
ornament crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCOrnament0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCOrnament0.png,NA,Yes,NFS,900,201,Green,Colorful,1x1,NA,NA,Crafting,,ornaments,Yes,All Year,All Year,NA,Free,Free,Gorgeous,Active,fairy tale; party,1,HeadHairOrnament_Top,Yes,Not for sale,2.0.0,Yes,CapOrnamentCOrnament0,1430,14613,Lp42KrieWxs3BmrD9
outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon4.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon4.png,White,No,1560,390,51,White,Gray,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Cool,everyday; outdoorsy; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon4,720,11056,uBsynLkxZLapw4j4w
outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon2.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon2.png,Red,No,1560,390,51,Red,Black,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,All Year,Free,Free,Elegant,Cool,everyday; outdoorsy; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon2,720,11054,BpLh5uscghzcSqNyJ
outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon3.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon3.png,Pink,No,1560,390,51,Pink,Pink,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Cool,everyday; outdoorsy; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon3,720,11055,e9ntmssz8a4Ydsnii
outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon0.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon0.png,Brown,No,1560,390,51,Brown,Brown,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Elegant,Cool,everyday; outdoorsy; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon0,720,5399,aGQncv2i5uCn6BRFC
outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon1.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon1.png,Beige,No,1560,390,51,Beige,Gray,1x1,1400,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,All Year,Free,Free,Elegant,Cool,everyday; outdoorsy; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTengallon1,720,11053,L7gfFxKYMfYFsmc3o
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor3.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor3.png,Red,No,1100,275,51,Red,Yellow,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor3,634,11040,jG7vw4ZYdt5wxPJZh
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor0.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor0.png,Orange,No,1100,275,51,Orange,Aqua,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor0,634,5258,Taf2gy9MqCWtD8Lm9
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor4.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor4.png,Yellow,No,1100,275,51,Yellow,Blue,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,Summer,Free,Free,Active,Active,outdoorsy; sporty,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor4,634,11041,9TQZoMLhikHRrrDDZ
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor6.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor6.png,Green,No,1100,275,51,Green,Yellow,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor6,634,11043,mSxNGDSx7y6kZarnc
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor5.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor5.png,Light blue,No,1100,275,51,Aqua,Green,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor5,634,11042,w9GeNeMPYKBxbYSH2
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor1.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor1.png,Blue,No,1100,275,51,Blue,Red,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,All Year,Free,Free,Active,Active,outdoorsy; sporty,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor1,634,11038,Tni7PAyBS3NrwqbTn
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor2.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor2.png,Purple,No,1100,275,51,Purple,Aqua,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,All Year,Free,Free,Active,Active,outdoorsy; sporty,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor2,634,11039,bSsN9ide5eYd2KxoS
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor7.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor7.png,Beige,No,1100,275,51,Beige,Red,1x1,990,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Summer,NA,Free,Free,Active,Active,outdoorsy; sporty,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatOutdoor7,634,11044,sTS2R5YRfdAxfEy8Z
paintball mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskPaint1.png,https://acnhcdn.com/latest/FtrIcon/CapMaskPaint1.png,White,No,1040,260,51,White,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,outdoorsy; sporty,1,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint1,718,10227,iFPdeeqLGNuWaconR
paintball mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskPaint0.png,https://acnhcdn.com/latest/FtrIcon/CapMaskPaint0.png,Black,No,1040,260,51,Black,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,outdoorsy; sporty,2,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint0,718,5395,hXFTMo9zh7Mx7yDDa
paintball mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskPaint3.png,https://acnhcdn.com/latest/FtrIcon/CapMaskPaint3.png,Yellow,No,1040,260,51,Yellow,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,outdoorsy; sporty,3,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint3,718,10229,cQY7bMzg8NgyLQXDJ
paintball mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskPaint2.png,https://acnhcdn.com/latest/FtrIcon/CapMaskPaint2.png,Olive,No,1040,260,51,Green,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,outdoorsy; sporty,4,HeadFace,No,For sale,1.0.0,Yes,CapMaskPaint2,718,10228,WaYr6qyZ6w2y7M8r2
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana3.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana3.png,Black,No,700,175,51,Black,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,Summer,Free,Free,Active,Simple,outdoorsy,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana3,657,10762,RxdhMRe7iZv3LxYtQ
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana0.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana0.png,Red,No,700,175,51,Red,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana0,657,5294,93GubKimrHwj42NtQ
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana6.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana6.png,Pink,No,700,175,51,Pink,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana6,657,10765,jDiN5BX2LQjQg7eod
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana5.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana5.png,Orange,No,700,175,51,Orange,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana5,657,10764,jbJkcPtdqKgh8v9AG
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana2.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana2.png,Yellow,No,700,175,51,Yellow,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana2,657,10761,F8Fsf43ae6RCTkuAo
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana4.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana4.png,Green,No,700,175,51,Green,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana4,657,10763,7Z4qghfvzEp2EMfYw
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana1.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana1.png,Blue,No,700,175,51,Blue,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana1,657,10760,LnqYNcbocnnRFYYbM
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana7.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana7.png,Purple,No,700,175,51,Purple,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatBandana7,657,10766,covzbSvXPRPk6gLtk
pansy crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentPansy1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentPansy1.png,NA,Yes,NFS,480,103,Colorful,Colorful,1x1,NA,NA,Crafting,,NA,NA,All Year,Winter,NA,Free,Free,Cute,Simple,fairy tale; party; vacation,1,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,Yes,CapOrnamentPansy1,561,5105,Kn2k9jdadPZNeT4oH
paper restaurant cap,https://acnhcdn.com/latest/ClosetIcon/CapHatMarket0.png,https://acnhcdn.com/latest/FtrIcon/CapHatMarket0.png,White & red,No,490,122,51,Red,White,1x1,440,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket0,1383,14290,HG7z8MMZGjcprT69K
paper restaurant cap,https://acnhcdn.com/latest/ClosetIcon/CapHatMarket1.png,https://acnhcdn.com/latest/FtrIcon/CapHatMarket1.png,White & black,No,490,122,51,Blue,White,1x1,440,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket1,1383,486,SiAoFhi5TnQXRiszu
paper restaurant cap,https://acnhcdn.com/latest/ClosetIcon/CapHatMarket5.png,https://acnhcdn.com/latest/FtrIcon/CapHatMarket5.png,Pink,No,490,122,51,Pink,Aqua,1x1,440,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket5,1383,490,wDTwCAcWRMyWwBaFK
paper restaurant cap,https://acnhcdn.com/latest/ClosetIcon/CapHatMarket2.png,https://acnhcdn.com/latest/FtrIcon/CapHatMarket2.png,White & green,No,490,122,51,Green,White,1x1,440,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,4,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket2,1383,487,uYrCJotuLPZoXWuXF
paper restaurant cap,https://acnhcdn.com/latest/ClosetIcon/CapHatMarket3.png,https://acnhcdn.com/latest/FtrIcon/CapHatMarket3.png,White & yellow,No,490,122,51,Yellow,White,1x1,440,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,5,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket3,1383,488,XNLFNwHLQq83WXcpj
paper restaurant cap,https://acnhcdn.com/latest/ClosetIcon/CapHatMarket4.png,https://acnhcdn.com/latest/FtrIcon/CapHatMarket4.png,Brown,No,490,122,51,Beige,Brown,1x1,440,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,6,HeadCap,Yes,For sale,2.0.0,Yes,CapHatMarket4,1383,489,A8Ft6rTx2FCLQHRFj
paper-bag hood,https://acnhcdn.com/latest/ClosetIcon/CapFullfacePaperbagBeige.png,https://acnhcdn.com/latest/FtrIcon/CapFullfacePaperbagBeige.png,NA,No,140,35,51,Beige,Beige,1x1,130,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,goth,1,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfacePaperbagBeige,900,5840,Z8NpXTFEZNuwzJb7B
paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting1.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting1.png,Gray,No,1470,367,51,Gray,Gray,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Elegant,everyday; formal; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting1,598,11512,ymFNyTkYST6eYQDWm
paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting4.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting4.png,Red,No,1470,367,51,Red,Red,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,All Year,Free,Free,Simple,Elegant,everyday; formal; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting4,598,11515,e3k4XpPMoahNaWv78
