Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
mini pleather bag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSmall1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSmall1.png,Black,No,1600,400,23,Black,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Elegant,Elegant,everyday; formal; party,2,No,For sale,1.0.0,Yes,BagBackpackSmall1,993,12015,hYJk97FFi4zJGQ5cH
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt6.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt6.png,Forest print,No,NFS,175,365,White,Beige,1x1,NA,NA,Mom,Received in May in the Northern Hemisphere and received in November in the Southern Hemisphere,NA,NA,All Year,All Year,Free,Cute,Active,comfy,1,No,Not for sale,1.0.0,Yes,BagBackpackQuilt6,999,12153,E3XrB5LbBTu795xbM
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt1.png,Flowers,No,NFS,175,365,Gray,Beige,1x1,NA,NA,Mom,Received in May in the Northern Hemisphere and received in November in the Southern Hemisphere,NA,NA,All Year,All Year,Free,Cute,Active,comfy,2,No,Not for sale,1.0.0,Yes,BagBackpackQuilt1,999,12148,gqy4s4zFowLbNKTd2
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt2.png,Polka dots,No,NFS,175,365,Pink,Beige,1x1,NA,NA,Mom,Received in May in the Northern Hemisphere and received in November in the Southern Hemisphere,NA,NA,All Year,All Year,Free,Cute,Active,comfy,3,No,Not for sale,1.0.0,Yes,BagBackpackQuilt2,999,12149,Hkju8Bjb8Kaamsu3j
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt7.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt7.png,Chick,No,NFS,175,365,Orange,Beige,1x1,NA,NA,Mom,Received in May in the Northern Hemisphere and received in November in the Southern Hemisphere,NA,NA,All Year,All Year,Free,Cute,Active,comfy,4,No,Not for sale,1.0.0,Yes,BagBackpackQuilt7,999,12154,jCi92aiMtZB92idfQ
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt0.png,M,No,NFS,175,365,Yellow,Beige,1x1,NA,NA,Mom,Received in May in the Northern Hemisphere and received in November in the Southern Hemisphere,NA,NA,All Year,All Year,Free,Cute,Active,comfy,5,No,Not for sale,1.0.0,Yes,BagBackpackQuilt0,999,7510,szhWnj6jpymTsKce8
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt4.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt4.png,Cherries,No,NFS,175,365,Aqua,Beige,1x1,NA,NA,Mom,Received in May in the Northern Hemisphere and received in November in the Southern Hemisphere,NA,NA,All Year,All Year,Free,Cute,Active,comfy,6,No,Not for sale,1.0.0,Yes,BagBackpackQuilt4,999,12151,46PX3NMjAdrNiRQXb
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt5.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt5.png,Denim with stripes,No,NFS,175,365,Blue,Beige,1x1,NA,NA,Mom,Received in May in the Northern Hemisphere and received in November in the Southern Hemisphere,NA,NA,All Year,All Year,Free,Cute,Active,comfy,7,No,Not for sale,1.0.0,Yes,BagBackpackQuilt5,999,12152,hj8ixCKXNWBnGZSrw
Mom's knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackQuilt3.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackQuilt3.png,Colorful quilt design,No,NFS,175,365,Colorful,Beige,1x1,NA,NA,Mom,Received in May in the Northern Hemisphere and received in November in the Southern Hemisphere,NA,NA,All Year,All Year,Free,Cute,Active,comfy,8,No,Not for sale,1.0.0,Yes,BagBackpackQuilt3,999,12150,6uKkNZRz7E8gkSiBF
Nook Inc. knapsack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackNook0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackNook0.png,NA,No,NFS,4000,151,Brown,Yellow,1x1,800,Nook Miles,Nook Miles Redemption,,NA,NA,All Year,All Year,Free,Gorgeous,Active,everyday,1,No,Not for sale,1.0.0,Yes,BagBackpackNook0,1150,9761,zQh6chGG66h4f5JbX
Nook Inc. pochette,https://acnhcdn.com/latest/ClosetIcon/BagShoulderNook0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderNook0.png,NA,No,NFS,400,431,Green,Green,1x1,50,Nook Points,NookLink,Mailed to players once ordered from NookLink within the Nintendo Switch Online app,NA,NA,All Year,All Year,Free,Cute,Simple,everyday; fairy tale,1,No,Not for sale,2.0.0,Yes,BagShoulderNook0,1425,14543,Q3YH8FDKSRfMYmW49
outdoor backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackOutdoor1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackOutdoor1.png,Orange,No,1560,390,23,Orange,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,outdoorsy; sporty,1,No,For sale,1.0.0,Yes,BagBackpackOutdoor1,990,11969,hiF7bqmoudyFJPcWG
outdoor backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackOutdoor0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackOutdoor0.png,Avocado,No,1560,390,23,Green,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,outdoorsy; sporty,2,No,For sale,1.0.0,Yes,BagBackpackOutdoor0,990,7501,CAsQFPPeo3vBGpHSo
outdoor backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackOutdoor2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackOutdoor2.png,Navy blue,No,1560,390,23,Blue,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Simple,outdoorsy; sporty,3,No,For sale,1.0.0,Yes,BagBackpackOutdoor2,990,11970,qd8DJb8mX5zhewgyn
panda backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackPanda0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackPanda0.png,Black & white,No,1300,325,23,White,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cute,Cute,everyday; fairy tale,1,No,For sale,2.0.0,Yes,BagBackpackPanda0,1473,14830,to5pzsNMWSdSBqdqG
panda backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackPanda1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackPanda1.png,Brown,No,1300,325,23,Yellow,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cute,Cute,everyday; fairy tale,2,No,For sale,2.0.0,Yes,BagBackpackPanda1,1473,720,ASduP7XRxy8AWFf2D
pleather crossbody bag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackBodybag1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackBodybag1.png,Black,No,1120,280,23,Black,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cool,Simple,everyday; work,1,No,For sale,1.0.0,Yes,BagBackpackBodybag1,972,12005,QDPYGrpFNNir49uBe
pleather crossbody bag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackBodybag0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackBodybag0.png,Navy blue,No,1120,280,23,Blue,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Cool,Simple,everyday; work,2,No,For sale,1.0.0,Yes,BagBackpackBodybag0,972,7484,YQD8XMuvDbymAeKxt
pleather fringe bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFringe1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderFringe1.png,White,No,2400,600,23,White,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Elegant,Elegant,everyday; formal; party,1,No,For sale,1.0.0,Yes,BagShoulderFringe1,969,12010,fiM98m9CGgi6iATkQ
pleather fringe bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderFringe0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderFringe0.png,Camel,No,2400,600,23,Brown,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Elegant,Elegant,everyday; formal; party,2,No,For sale,1.0.0,Yes,BagShoulderFringe0,969,7481,7RYHreaA7o9huubNu
pleather handbag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagLeather0.png,Red,No,2400,600,23,Red,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Gorgeous,Elegant,formal; party; work,1,No,For sale,2.0.0,Yes,ToolBagLeather0,1507,14789,aYEjGMtQ7sT23FTWk
pleather handbag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagLeather3.png,Pink,No,2400,600,23,Pink,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Gorgeous,Elegant,formal; party; work,2,No,For sale,2.0.0,Yes,ToolBagLeather3,1507,312,QbexMfsA232FPFLjA
pleather handbag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagLeather1.png,Orange,No,2400,600,23,Orange,Orange,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Gorgeous,Elegant,formal; party; work,3,No,For sale,2.0.0,Yes,ToolBagLeather1,1507,310,Lp2SAmbYkWqZvZp36
pleather handbag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagLeather4.png,Yellow,No,2400,600,23,Yellow,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Gorgeous,Elegant,formal; party; work,4,No,For sale,2.0.0,Yes,ToolBagLeather4,1507,313,cAjrk2TifJDXjKFG2
pleather handbag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagLeather2.png,Blue,No,2400,600,23,Aqua,Aqua,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Gorgeous,Elegant,formal; party; work,5,No,For sale,2.0.0,Yes,ToolBagLeather2,1507,311,jhGcppcxqnuGzL8Rv
pleather handbag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagLeather5.png,Gray,No,2400,600,23,Gray,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Gorgeous,Elegant,formal; party; work,6,No,For sale,2.0.0,Yes,ToolBagLeather5,1507,314,D6QbZEsb7mtADAGTm
pleather handbag,NA,https://acnhcdn.com/latest/FtrIcon/ToolBagLeather6.png,Black,No,2400,600,23,Black,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Gorgeous,Elegant,formal; party; work,7,No,For sale,2.0.0,Yes,ToolBagLeather6,1507,315,5g476FdByk9eqhuer
pleather shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderLeather1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderLeather1.png,Navy blue,No,2400,600,23,Blue,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Elegant,Simple,everyday; formal,1,No,For sale,1.0.0,Yes,BagShoulderLeather1,964,12009,ZKgcPhGYErHShMrGR
pleather shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderLeather0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderLeather0.png,Brown,No,2400,600,23,Brown,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Elegant,Simple,everyday; formal,2,No,For sale,1.0.0,Yes,BagShoulderLeather0,964,7476,9AqRYq83NRMxrEWiD
polka-dot backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTownDot3.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTownDot3.png,Pink,No,1200,300,23,Red,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,1,No,For sale,2.0.0,Yes,BagBackpackTownDot3,1481,695,NR5n37Afoi2gkBxif
polka-dot backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTownDot0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTownDot0.png,Yellow,No,1200,300,23,Yellow,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,2,No,For sale,2.0.0,Yes,BagBackpackTownDot0,1481,14842,HYsnDCWDnPAGDxxgB
polka-dot backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTownDot1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTownDot1.png,Lime,No,1200,300,23,Green,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,3,No,For sale,2.0.0,Yes,BagBackpackTownDot1,1481,692,hvjF6KJ34kdwQCS5r
polka-dot backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTownDot2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTownDot2.png,Light blue,No,1200,300,23,Aqua,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,4,No,For sale,2.0.0,Yes,BagBackpackTownDot2,1481,694,fufpDHxRBgb9KJSwf
polka-dot backpack,https://acnhcdn.com/latest/ClosetIcon/BagBackpackTownDot4.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackTownDot4.png,Blue,No,1200,300,23,Blue,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Active,everyday,5,No,For sale,2.0.0,Yes,BagBackpackTownDot4,1481,697,jZf4WPzrL9SorEnSY
prom sash,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTasukiprom4.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderTasukiprom4.png,White,No,3500,875,201,White,Yellow,1x1,NA,NA,Nook Shopping Seasonal,,Prom,Yes,All Year,All Year,Free,Gorgeous,Elegant,party; theatrical,1,No,Seasonal,1.9.0,Yes,BagShoulderTasukiprom4,1362,14398,FW8Smcrt8BGxf9Ctd
prom sash,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTasukiprom5.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderTasukiprom5.png,Black,No,3500,875,201,Black,Yellow,1x1,NA,NA,Nook Shopping Seasonal,,Prom,Yes,All Year,All Year,Free,Gorgeous,Elegant,party; theatrical,2,No,Seasonal,1.9.0,Yes,BagShoulderTasukiprom5,1362,14399,9NYe8ov5e89jnZbwX
prom sash,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTasukiprom0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderTasukiprom0.png,Red,No,3500,875,201,Red,Yellow,1x1,NA,NA,Nook Shopping Seasonal,,Prom,Yes,All Year,All Year,Free,Gorgeous,Elegant,party; theatrical,3,No,Seasonal,1.9.0,Yes,BagShoulderTasukiprom0,1362,14262,nnRZEztbMkE8W2heC
prom sash,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTasukiprom6.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderTasukiprom6.png,Gold,No,3500,875,201,Yellow,Black,1x1,NA,NA,Nook Shopping Seasonal,,Prom,Yes,All Year,All Year,Free,Gorgeous,Elegant,party; theatrical,4,No,Seasonal,1.9.0,Yes,BagShoulderTasukiprom6,1362,14400,cEnSBEPXFjAxYwCSA
prom sash,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTasukiprom2.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderTasukiprom2.png,Green,No,3500,875,201,Green,Yellow,1x1,NA,NA,Nook Shopping Seasonal,,Prom,Yes,All Year,All Year,Free,Gorgeous,Elegant,party; theatrical,5,No,Seasonal,1.9.0,Yes,BagShoulderTasukiprom2,1362,14396,4yeToTMfBL93og2df
prom sash,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTasukiprom1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderTasukiprom1.png,Blue,No,3500,875,201,Blue,Yellow,1x1,NA,NA,Nook Shopping Seasonal,,Prom,Yes,All Year,All Year,Free,Gorgeous,Elegant,party; theatrical,6,No,Seasonal,1.9.0,Yes,BagShoulderTasukiprom1,1362,14395,w6X2SpfPsjYWxd9oS
prom sash,https://acnhcdn.com/latest/ClosetIcon/BagShoulderTasukiprom3.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderTasukiprom3.png,Purple,No,3500,875,201,Purple,Yellow,1x1,NA,NA,Nook Shopping Seasonal,,Prom,Yes,All Year,All Year,Free,Gorgeous,Elegant,party; theatrical,7,No,Seasonal,1.9.0,Yes,BagShoulderTasukiprom3,1362,14397,3qy9db9JiHZwbkAXr
python-print shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSquarePython0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSquarePython0.png,Brown,No,1480,370,23,Brown,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,1,No,For sale,2.0.0,Yes,BagShoulderSquarePython0,1498,14894,9NPK7cBEw5j2D6mmk
python-print shoulder bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSquarePython1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSquarePython1.png,Gray,No,1480,370,23,Gray,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday,2,No,For sale,2.0.0,Yes,BagShoulderSquarePython1,1498,723,zrtDTtKwkrMqYEquR
randoseru,https://acnhcdn.com/latest/ClosetIcon/BagBackpackRandsel0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackRandsel0.png,Red,No,2600,650,23,Red,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,1,No,For sale,2.0.0,Yes,BagBackpackRandsel0,1395,14366,96aKMZhRQzgmrhuAj
randoseru,https://acnhcdn.com/latest/ClosetIcon/BagBackpackRandsel1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackRandsel1.png,Black,No,2600,650,23,Black,Black,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,2,No,For sale,2.0.0,Yes,BagBackpackRandsel1,1395,254,NkJ9NsheWMwbNJou8
randoseru,https://acnhcdn.com/latest/ClosetIcon/BagBackpackRandsel6.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackRandsel6.png,Pink,No,2600,650,23,Pink,Pink,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,3,No,For sale,2.0.0,Yes,BagBackpackRandsel6,1395,259,FEfyz2CCKv97Ri9z6
randoseru,https://acnhcdn.com/latest/ClosetIcon/BagBackpackRandsel3.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackRandsel3.png,Green,No,2600,650,23,Green,Green,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,4,No,For sale,2.0.0,Yes,BagBackpackRandsel3,1395,256,qZ5EAjzT6chzJMgkc
randoseru,https://acnhcdn.com/latest/ClosetIcon/BagBackpackRandsel5.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackRandsel5.png,Light blue,No,2600,650,23,Aqua,Aqua,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,5,No,For sale,2.0.0,Yes,BagBackpackRandsel5,1395,258,wyuPQPCeuefxhtidG
randoseru,https://acnhcdn.com/latest/ClosetIcon/BagBackpackRandsel4.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackRandsel4.png,Blue,No,2600,650,23,Blue,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,6,No,For sale,2.0.0,Yes,BagBackpackRandsel4,1395,257,aMGp6FD9TEhJuDvbA
randoseru,https://acnhcdn.com/latest/ClosetIcon/BagBackpackRandsel7.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackRandsel7.png,Purple,No,2600,650,23,Purple,Purple,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,7,No,For sale,2.0.0,Yes,BagBackpackRandsel7,1395,260,Eo4fKa4d43eqase4v
randoseru,https://acnhcdn.com/latest/ClosetIcon/BagBackpackRandsel2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackRandsel2.png,Brown,No,2600,650,23,Brown,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,8,No,For sale,2.0.0,Yes,BagBackpackRandsel2,1395,255,KRCqgD96dNRuvjQh7
retro sports bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSports1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSports1.png,Red,No,1400,350,23,White,Red,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,outdoorsy; sporty,1,No,For sale,1.0.0,Yes,BagShoulderSports1,984,12007,Lqtjq3rWFoy4Dv39C
retro sports bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSports0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSports0.png,Blue,No,1400,350,23,White,Blue,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,outdoorsy; sporty,2,No,For sale,1.0.0,Yes,BagShoulderSports0,984,7302,vY7qcZFdWb3HgSv7L
retro sports bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSports2.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSports2.png,Black,No,1400,350,23,Black,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,outdoorsy; sporty,3,No,For sale,1.0.0,Yes,BagShoulderSports2,984,12008,nGhHjk4GEKSQwvARA
sacoche bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSacosh2.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSacosh2.png,Black,No,980,245,23,Black,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,outdoorsy; sporty,1,No,For sale,1.0.0,Yes,BagShoulderSacosh2,985,11975,NRYqQLN2Beq4jpDBJ
sacoche bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSacosh1.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSacosh1.png,Red,No,980,245,23,Red,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,outdoorsy; sporty,2,No,For sale,1.0.0,Yes,BagShoulderSacosh1,985,11974,LYnLwBnwTYcMp4fr9
sacoche bag,https://acnhcdn.com/latest/ClosetIcon/BagShoulderSacosh0.png,https://acnhcdn.com/latest/FtrIcon/BagShoulderSacosh0.png,Blue,No,980,245,23,Blue,Green,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Active,Active,outdoorsy; sporty,3,No,For sale,1.0.0,Yes,BagShoulderSacosh0,985,7304,n82fhWWNSv8kyFJc2
satchel,https://acnhcdn.com/latest/ClosetIcon/BagBackpackStudent1.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackStudent1.png,Black,No,2200,550,23,Black,Gray,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cool,formal; work,1,No,For sale,2.0.0,Yes,BagBackpackStudent1,1471,593,5dHpdP4JSz8oSzzwi
satchel,https://acnhcdn.com/latest/ClosetIcon/BagBackpackStudent4.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackStudent4.png,Red,No,2200,550,23,Red,Yellow,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cool,formal; work,2,No,For sale,2.0.0,Yes,BagBackpackStudent4,1471,655,P26qgJx976qNnTizz
satchel,https://acnhcdn.com/latest/ClosetIcon/BagBackpackStudent3.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackStudent3.png,Blue,No,2200,550,23,Blue,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cool,formal; work,3,No,For sale,2.0.0,Yes,BagBackpackStudent3,1471,654,g6vSGRqY7twi2Xwb7
satchel,https://acnhcdn.com/latest/ClosetIcon/BagBackpackStudent0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackStudent0.png,Brown,No,2200,550,23,Brown,Beige,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cool,formal; work,4,No,For sale,2.0.0,Yes,BagBackpackStudent0,1471,14824,v9ciNcMfwAKxRMpFv
satchel,https://acnhcdn.com/latest/ClosetIcon/BagBackpackStudent2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackStudent2.png,Camel,No,2200,550,23,Beige,Brown,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Cool,formal; work,5,No,For sale,2.0.0,Yes,BagBackpackStudent2,1471,629,xjhK3RT8JhG5vgsXa
schoolbag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSchoolbag0.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSchoolbag0.png,Blue,No,1040,260,23,Blue,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,1,No,For sale,2.0.0,Yes,BagBackpackSchoolbag0,1396,14367,Eun5adjptXEx583F5
schoolbag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSchoolbag3.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSchoolbag3.png,Gray,No,1040,260,23,Gray,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,2,No,For sale,2.0.0,Yes,BagBackpackSchoolbag3,1396,263,2yZ9Lwtwy5hi6NkD8
schoolbag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSchoolbag2.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSchoolbag2.png,Black,No,1040,260,23,Black,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,3,No,For sale,2.0.0,Yes,BagBackpackSchoolbag2,1396,262,4whhzLZv4ev8ce8uq
schoolbag,https://acnhcdn.com/latest/ClosetIcon/BagBackpackSchoolbag5.png,https://acnhcdn.com/latest/FtrIcon/BagBackpackSchoolbag5.png,Green,No,1040,260,23,Green,White,1x1,NA,NA,Kicks; Kicks' Co-op,,NA,NA,All Year,All Year,Free,Simple,Simple,everyday; formal,4,No,For sale,2.0.0,Yes,BagBackpackSchoolbag5,1396,265,DuwfdGhZ8xdwNqKXB
